Form Id,Form Name,Question Id,Question Text,Choice Id,Choice Text
49,Child Vaccination and Immuniza,295,Pentavalent - 1 - 133---(Child Vaccination and Immuniza),565,Given
49,Child Vaccination and Immuniza,295,Pentavalent - 1 - 133---(Child Vaccination and Immuniza),566,Not Given
49,Child Vaccination and Immuniza,295,Pentavalent - 1 - 133---(Child Vaccination and Immuniza),1532,Not applicable
49,Child Vaccination and Immuniza,296,Pentavalent - 1 Date - 134---(Child Vaccination and Immuniza),,
49,Child Vaccination and Immuniza,297,Pentavalent - 3 - 135---(Child Vaccination and Immuniza),568,Given
49,Child Vaccination and Immuniza,297,Pentavalent - 3 - 135---(Child Vaccination and Immuniza),569,Not Given
49,Child Vaccination and Immuniza,297,Pentavalent - 3 - 135---(Child Vaccination and Immuniza),1611,Not applicable
49,Child Vaccination and Immuniza,298,Pentavalent - 3 Date - 136---(Child Vaccination and Immuniza),,
49,Child Vaccination and Immuniza,299,Measles (At 9 months) - 137---(Child Vaccination and Immuniza),571,Given
49,Child Vaccination and Immuniza,299,Measles (At 9 months) - 137---(Child Vaccination and Immuniza),572,Not Given
49,Child Vaccination and Immuniza,300,Measles - Date - 138---(Child Vaccination and Immuniza),,
49,Child Vaccination and Immuniza,301,Vitamin A (1st dose at 9 months) - 139---(Child Vaccination and Immuniza),574,Given
49,Child Vaccination and Immuniza,301,Vitamin A (1st dose at 9 months) - 139---(Child Vaccination and Immuniza),575,Not Given
49,Child Vaccination and Immuniza,302,Vitamin A Date - 140---(Child Vaccination and Immuniza),,
49,Child Vaccination and Immuniza,303,Full immunization - 141---(Child Vaccination and Immuniza),577,Yes
49,Child Vaccination and Immuniza,303,Full immunization - 141---(Child Vaccination and Immuniza),578,No
