ID,Code,,,,,,,,,,,,,
305,"{""6"":""হাঁ""}",,,,,,,,,,,,,
240,"{""6"":""না""}",,,,,,,,,,,,,
239,"{""6"":""হাঁ""}",,,,,,,,,,,,,
242,"{""6"":""না""}",,,,,,,,,,,,,
241,"{""6"":""হাঁ""}",,,,,,,,,,,,,
244,"{""6"":""না""}",,,,,,,,,,,,,
243,"{""6"":""হাঁ""}",,,,,,,,,,,,,
246,"{""6"":""না""}",,,,,,,,,,,,,
245,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1937,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1940,"{""6"":""না""}",,,,,,,,,,,,,
1939,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1943,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
308,"{""6"":""না""}",,,,,,,,,,,,,
307,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1947,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
252,"{""6"":""না""}",,,,,,,,,,,,,
251,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1961,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
254,"{""6"":""না""}",,,,,,,,,,,,,
253,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1976,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
256,"{""6"":""না""}",,,,,,,,,,,,,
255,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1986,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
258,"{""6"":""না""}",,,,,,,,,,,,,
257,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1998,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
2012,"{""6"":""না""}",,,,,,,,,,,,,
2011,"{""6"":""হাঁ""}",,,,,,,,,,,,,
2014,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
2022,"{""6"":""না""}",,,,,,,,,,,,,
2020,"{""6"":""হাঁ""}",,,,,,,,,,,,,
2027,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
310,"{""6"":""না""}",,,,,,,,,,,,,
309,"{""6"":""হাঁ""}",,,,,,,,,,,,,
2036,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
2045,"{""6"":""না""}",,,,,,,,,,,,,
2044,"{""6"":""হাঁ""}",,,,,,,,,,,,,
2052,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
268,"{""6"":""না""}",,,,,,,,,,,,,
267,"{""6"":""হাঁ""}",,,,,,,,,,,,,
270,"{""6"":""না""}",,,,,,,,,,,,,
269,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1801,"{""6"":""ক্লাস 1""}",,,,,,,,,,,,,
1802,"{""6"":""ক্লাস 2""}",,,,,,,,,,,,,
1803,"{""6"":""ক্লাস 3""}",,,,,,,,,,,,,
1804,"{""6"":""ক্লাস 4""}",,,,,,,,,,,,,
1805,"{""6"":""ক্লাস 5""}",,,,,,,,,,,,,
1806,"{""6"":""ক্লাস 6""}",,,,,,,,,,,,,
1807,"{""6"":""ক্লাস 7""}",,,,,,,,,,,,,
1808,"{""6"":""ক্লাস 8""}",,,,,,,,,,,,,
1809,"{""6"":""ক্লাস 9""}",,,,,,,,,,,,,
1812,"{""6"":""ক্লাস 10""}",,,,,,,,,,,,,
1813,"{""6"":""ক্লাস 11""}",,,,,,,,,,,,,
1814,"{""6"":""ক্লাস 12""}",,,,,,,,,,,,,
1816,"{""6"":""ক্লাস 1""}",,,,,,,,,,,,,
1817,"{""6"":""ক্লাস 2""}",,,,,,,,,,,,,
1822,"{""6"":""ক্লাস 3""}",,,,,,,,,,,,,
1824,"{""6"":""ক্লাস 4""}",,,,,,,,,,,,,
1826,"{""6"":""ক্লাস 5""}",,,,,,,,,,,,,
1828,"{""6"":""ক্লাস 6""}",,,,,,,,,,,,,
1829,"{""6"":""ক্লাস 7""}",,,,,,,,,,,,,
1830,"{""6"":""ক্লাস 8""}",,,,,,,,,,,,,
1942,"{""6"":""ক্লাস 9""}",,,,,,,,,,,,,
1944,"{""6"":""ক্লাস 10""}",,,,,,,,,,,,,
2015,"{""6"":""ক্লাস 11""}",,,,,,,,,,,,,
2016,"{""6"":""ক্লাস 12""}",,,,,,,,,,,,,
68,"{""6"":"" அரசுப்பள்ளி/உள்ளாட்சி அமைப்புகள் ""}",,,,,,,,,,,,,চৰকাৰী / স্থানীয় সংস্থা
69,"{""6"":""বেসরকারী অনাহুত""}",,,,,,,,,,,,,
70,"{""6"":""বেসরকারী সাহায্যপ্রাপ্ত""}",,,,,,,,,,,,,
71,"{""6"":""মেয়েরা""}",,,,,,,,,,,,,
72,"{""6"":""ছেলেদের""}",,,,,,,,,,,,,
75,"{""6"":""না""}",,,,,,,,,,,,,
74,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1534,"{""6"":""না""}",,,,,,,,,,,,,
1533,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1949,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1857,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1536,"{""6"":""না""}",,,,,,,,,,,,,
1535,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1950,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1849,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1538,"{""6"":""না""}",,,,,,,,,,,,,
1537,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1951,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1850,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1540,"{""6"":""না""}",,,,,,,,,,,,,
1539,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1952,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1853,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
77,"{""6"":""না""}",,,,,,,,,,,,,
76,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1953,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1954,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1955,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1956,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
86,"{""6"":""না""}",,,,,,,,,,,,,
85,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1957,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1858,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
88,"{""6"":""না""}",,,,,,,,,,,,,
87,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1960,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1859,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
90,"{""6"":""না""}",,,,,,,,,,,,,
89,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1964,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1862,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
91,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1967,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1968,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
94,"{""6"":""না""}",,,,,,,,,,,,,
93,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1971,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1973,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
96,"{""6"":""না""}",,,,,,,,,,,,,
95,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1974,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1975,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
98,"{""6"":""না""}",,,,,,,,,,,,,
1977,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1981,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
99,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1982,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1985,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
104,"{""6"":""না""}",,,,,,,,,,,,,
103,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1987,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1546,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
106,"{""6"":""না""}",,,,,,,,,,,,,
105,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1990,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1991,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
108,"{""6"":""না""}",,,,,,,,,,,,,
107,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1994,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1863,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
110,"{""6"":""না""}",,,,,,,,,,,,,
109,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1996,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1997,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
112,"{""6"":""না""}",,,,,,,,,,,,,
111,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1999,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
2001,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
114,"{""6"":""না""}",,,,,,,,,,,,,
2004,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
2005,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
116,"{""6"":""না""}",,,,,,,,,,,,,
115,"{""6"":""হাঁ""}",,,,,,,,,,,,,
2007,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1865,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
118,"{""6"":""না""}",,,,,,,,,,,,,
117,"{""6"":""হাঁ""}",,,,,,,,,,,,,
2008,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
2010,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1571,"{""6"":""না""}",,,,,,,,,,,,,
1570,"{""6"":""হাঁ""}",,,,,,,,,,,,,
120,"{""6"":""না""}",,,,,,,,,,,,,
119,"{""6"":""হাঁ""}",,,,,,,,,,,,,
122,"{""6"":""না""}",,,,,,,,,,,,,
121,"{""6"":""হাঁ""}",,,,,,,,,,,,,
2400,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
124,"{""6"":""না""}",,,,,,,,,,,,,
123,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1922,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1924,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1550,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
126,"{""6"":""না""}",,,,,,,,,,,,,
125,"{""6"":""হাঁ""}",,,,,,,,,,,,,
128,"{""6"":""না""}",,,,,,,,,,,,,
127,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1928,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1929,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1927,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
129,"{""6"":""নিজের""}",,,,,,,,,,,,,
130,"{""6"":""আধা পাকা""}",,,,,,,,,,,,,
131,"{""6"":""লিজড""}",,,,,,,,,,,,,
133,"{""6"":""না""}",,,,,,,,,,,,,
132,"{""6"":""হাঁ""}",,,,,,,,,,,,,
137,"{""6"":""না""}",,,,,,,,,,,,,
136,"{""6"":""হাঁ""}",,,,,,,,,,,,,
139,"{""6"":""না""}",,,,,,,,,,,,,
138,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1935,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1934,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1933,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
141,"{""6"":""না""}",,,,,,,,,,,,,
140,"{""6"":""হাঁ""}",,,,,,,,,,,,,
143,"{""6"":""না""}",,,,,,,,,,,,,
145,"{""6"":""না""}",,,,,,,,,,,,,
147,"{""6"":""না""}",,,,,,,,,,,,,
149,"{""6"":""না""}",,,,,,,,,,,,,
153,"{""6"":""না""}",,,,,,,,,,,,,
151,"{""6"":""না""}",,,,,,,,,,,,,
1682,"{""6"":""না""}",,,,,,,,,,,,,
1681,"{""6"":""হাঁ""}",,,,,,,,,,,,,
155,"{""6"":""না""}",,,,,,,,,,,,,
457,"{""6"":""অশিক্ষিত""}",,,,,,,,,,,,,
458,"{""6"":""ক্লাস 1""}",,,,,,,,,,,,,
459,"{""6"":""ক্লাস 2""}",,,,,,,,,,,,,
460,"{""6"":""ক্লাস 3""}",,,,,,,,,,,,,
461,"{""6"":""ক্লাস 4""}",,,,,,,,,,,,,
462,"{""6"":""ক্লাস 5""}",,,,,,,,,,,,,
463,"{""6"":""ক্লাস 6""}",,,,,,,,,,,,,
464,"{""6"":""ক্লাস 7""}",,,,,,,,,,,,,
465,"{""6"":""ক্লাস 8""}",,,,,,,,,,,,,
466,"{""6"":""ক্লাস 9""}",,,,,,,,,,,,,
467,"{""6"":""ক্লাস 10""}",,,,,,,,,,,,,
468,"{""6"":""ক্লাস 11""}",,,,,,,,,,,,,
469,"{""6"":""ক্লাস 12""}",,,,,,,,,,,,,
470,"{""6"":""গ্র্যাজুয়েট""}",,,,,,,,,,,,,
471,"{""6"":""পোস্ট গ্র্যাজুয়েট""}",,,,,,,,,,,,,
472,"{""6"":""কারিগরি শিক্ষা""}",,,,,,,,,,,,,
1683,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1684,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
176,"{""6"":""অক্রিয়""}",,,,,,,,,,,,,
177,"{""6"":""কৃষি শ্রমিক""}",,,,,,,,,,,,,
473,"{""6"":""নৈমিত্তিক শ্রম""}",,,,,,,,,,,,,
474,"{""6"":""কৃষি / দুগ্ধ / মৎস্য এবং অন্যান্য সংশ্লিষ্ট কাজ""}",,,,,,,,,,,,,
476,"{""6"":""বৈতনিক""}",,,,,,,,,,,,,
477,"{""6"":""শিল্পী""}",,,,,,,,,,,,,
478,"{""6"":""গৃহস্থলী কর্ম""}",,,,,,,,,,,,,
479,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1685,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1686,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
480,"{""6"":""অশিক্ষিত""}",,,,,,,,,,,,,
481,"{""6"":""ক্লাস 1""}",,,,,,,,,,,,,
482,"{""6"":""ক্লাস 2""}",,,,,,,,,,,,,
483,"{""6"":""ক্লাস 3""}",,,,,,,,,,,,,
484,"{""6"":""ক্লাস 4""}",,,,,,,,,,,,,
485,"{""6"":""ক্লাস 5""}",,,,,,,,,,,,,
486,"{""6"":""ক্লাস 6""}",,,,,,,,,,,,,
487,"{""6"":""ক্লাস 7""}",,,,,,,,,,,,,
488,"{""6"":""ক্লাস 8""}",,,,,,,,,,,,,
489,"{""6"":""ক্লাস 9""}",,,,,,,,,,,,,
490,"{""6"":""ক্লাস 10""}",,,,,,,,,,,,,
491,"{""6"":""ক্লাস 11""}",,,,,,,,,,,,,
492,"{""6"":""ক্লাস 12""}",,,,,,,,,,,,,
493,"{""6"":""গ্র্যাজুয়েট""}",,,,,,,,,,,,,
494,"{""6"":""পোস্ট গ্র্যাজুয়েট""}",,,,,,,,,,,,,
495,"{""6"":""কারিগরি শিক্ষা""}",,,,,,,,,,,,,
1687,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1688,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
181,"{""6"":""অক্রিয়""}",,,,,,,,,,,,,
182,"{""6"":""কৃষি শ্রমিক""}",,,,,,,,,,,,,
183,"{""6"":""নৈমিত্তিক শ্রম""}",,,,,,,,,,,,,
496,"{""6"":""কৃষি / দুগ্ধ / মৎস্য এবং অন্যান্য সংশ্লিষ্ট কাজ""}",,,,,,,,,,,,,
498,"{""6"":""বৈতনিক""}",,,,,,,,,,,,,
499,"{""6"":""শিল্পী""}",,,,,,,,,,,,,
500,"{""6"":""গৃহস্থলী কর্ম""}",,,,,,,,,,,,,
501,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1689,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1690,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
184,"{""6"":""না""}",,,,,,,,,,,,,
1815,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1810,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1811,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
187,"{""6"":""এসসি""}",,,,,,,,,,,,,
188,"{""6"":""এসটি""}",,,,,,,,,,,,,
191,"{""6"":""সাধারণ""}",,,,,,,,,,,,,
1819,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
190,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1818,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
192,"{""6"":""হিন্দু""}",,,,,,,,,,,,,
194,"{""6"":""মুসলিম""}",,,,,,,,,,,,,
193,"{""6"":""খ্রীষ্টান""}",,,,,,,,,,,,,
1573,"{""6"":""বৌদ্ধ""}",,,,,,,,,,,,,
195,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1575,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
199,"{""6"":""না""}",,,,,,,,,,,,,
198,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1821,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1693,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1820,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1719,"{""6"":""না""}",,,,,,,,,,,,,
1718,"{""6"":""হাঁ""}",,,,,,,,,,,,,
504,"{""6"":""বাড়ি""}",,,,,,,,,,,,,
505,"{""6"":""সরকারি হাসপাতাল""}",,,,,,,,,,,,,
506,"{""6"":""প্রাইভেট হাসপাতাল""}",,,,,,,,,,,,,
507,"{""6"":""পথে""}",,,,,,,,,,,,,
1827,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1823,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1825,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
203,"{""6"":""না""}",,,,,,,,,,,,,
1505,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1506,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
2402,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
2401,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1833,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1832,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1831,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
208,"{""6"":""ஜனவரி""}",,,,,,,,,,,,,জানুৱাৰী
1432,"{""6"":""ফেব্রুয়ারি""}",,,,,,,,,,,,,
1433,"{""6"":""মার্চ""}",,,,,,,,,,,,,
1434,"{""6"":""এপ্রিল""}",,,,,,,,,,,,,
1435,"{""6"":""মে""}",,,,,,,,,,,,,
1436,"{""6"":""জুন""}",,,,,,,,,,,,,
1437,"{""6"":""জুলাই""}",,,,,,,,,,,,,
1438,"{""6"":""অগাস্ট""}",,,,,,,,,,,,,
1439,"{""6"":""সেপ্টেম্বর""}",,,,,,,,,,,,,
1440,"{""6"":""অক্টোবর""}",,,,,,,,,,,,,
1441,"{""6"":""নভেম্বর""}",,,,,,,,,,,,,
1442,"{""6"":""ডিসেম্বর""}",,,,,,,,,,,,,
1834,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1561,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1560,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
210,"{""6"":""না""}",,,,,,,,,,,,,
209,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1836,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1835,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1562,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1839,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1837,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1838,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
214,"{""6"":""না""}",,,,,,,,,,,,,
1842,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1840,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1841,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
217,"{""6"":""না""}",,,,,,,,,,,,,
216,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1845,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1843,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1844,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
219,"{""6"":""না""}",,,,,,,,,,,,,
218,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1848,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1846,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1847,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
220,"{""6"":""না""}",,,,,,,,,,,,,
1854,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1851,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1852,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1516,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
1855,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1856,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
345,"{""6"":""সাধারণ""}",,,,,,,,,,,,,
346,"{""6"":""MAM""}",,,,,,,,,,,,,
347,"{""6"":""SAM""}",,,,,,,,,,,,,
1788,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
324,"{""6"":""না""}",,,,,,,,,,,,,
323,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1791,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
326,"{""6"":""না""}",,,,,,,,,,,,,
1793,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1794,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
332,"{""6"":""না""}",,,,,,,,,,,,,
331,"{""6"":""হাঁ""}",,,,,,,,,,,,,
1796,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1797,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
333,"{""6"":""নৈমিত্তিক শ্রম""}",,,,,,,,,,,,,
335,"{""6"":""দীর্ঘ দূরত্ব""}",,,,,,,,,,,,,
339,"{""6"":""অন্যরা""}",,,,,,,,,,,,,
2333,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
338,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1799,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
344,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
353,"{""6"":""বিদ্যালয় ছুট""}",,,,,,,,,,,,,
1770,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1771,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
1772,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
508,"{""6"":""না""}",,,,,,,,,,,,,
509,"{""6"":""হ্যা মাঝেমাঝে""}",,,,,,,,,,,,,
510,"{""6"":""হ্যাঁ বেশিরভাগ সময়""}",,,,,,,,,,,,,
1773,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1774,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
360,"{""6"":""না""}",,,,,,,,,,,,,
361,"{""6"":""হ্যা মাঝেমাঝে""}",,,,,,,,,,,,,
362,"{""6"":""হ্যাঁ বেশিরভাগ সময়""}",,,,,,,,,,,,,
1775,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1776,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
363,"{""6"":""না""}",,,,,,,,,,,,,
364,"{""6"":""হ্যাঁ বাড়িতে""}",,,,,,,,,,,,,
365,"{""6"":""হ্যাঁ পরিবারের বাইরে ""}",,,,,,,,,,,,,
366,"{""6"":""হ্যাঁ বাইরে বাড়ি একা""}",,,,,,,,,,,,,
1777,"{""6"":""জানি না / কোন তথ্য নেই""}",,,,,,,,,,,,,
1778,"{""6"":""অপ্রাপ্য""}",,,,,,,,,,,,,
423,"{""6"":""3 ঘন্টা নীচে""}",,,,,,,,,,,,,
