Form Id,Form Name,Question Id,Question Text,Choice Id,Choice Text
1,Health Centre Survey,221,Screen/separate room/separate place for examination available - 129---(Health Centre Survey),312,No
1,Health Centre Survey,222,Delivery table - 130---(Health Centre Survey),291,Yes
1,Health Centre Survey,222,Delivery table - 130---(Health Centre Survey),292,No
1,Health Centre Survey,223,Weighing machine for children available - 131---(Health Centre Survey),293,Yes
1,Health Centre Survey,223,Weighing machine for children available - 131---(Health Centre Survey),294,No
1,Health Centre Survey,224,Weighing machine for adults available? - 132---(Health Centre Survey),295,Yes
1,Health Centre Survey,224,Weighing machine for adults available? - 132---(Health Centre Survey),296,No
1,Health Centre Survey,225,Container for waste disposal available? - 133---(Health Centre Survey),297,Yes
1,Health Centre Survey,225,Container for waste disposal available? - 133---(Health Centre Survey),298,No
1,Health Centre Survey,226,Sterilisation machine available for disinfecting equipments? - 134---(Health Centre Survey),299,Yes
1,Health Centre Survey,226,Sterilisation machine available for disinfecting equipments? - 134---(Health Centre Survey),300,No
1,Health Centre Survey,227,Urine testing facility available? - 135---(Health Centre Survey),301,Yes
1,Health Centre Survey,227,Urine testing facility available? - 135---(Health Centre Survey),302,No
1,Health Centre Survey,228,Functional BP testing apparatus available? - 136---(Health Centre Survey),303,Yes
1,Health Centre Survey,228,Functional BP testing apparatus available? - 136---(Health Centre Survey),304,No
1,Health Centre Survey,229,Vaccine storage facility available - 137---(Health Centre Survey),305,Yes
1,Health Centre Survey,229,Vaccine storage facility available - 137---(Health Centre Survey),306,No
