
Question,Question Id,Question Type,choice Id,Choice
2nd visit by ANM/ AWW/ASHA,569,Select One Choice,1386,No
2nd visit by ANM/ AWW/ASHA,569,Select One Choice,1387,Yes
2nd visit by ANM/ AWW/ASHA,569,Select One Choice,1388,Not Applicable

3rd visit by ANM/ AWW/ASHA,570,Select One Choice,1389,No
3rd visit by ANM/ AWW/ASHA,570,Select One Choice,1390,Yes
3rd visit by ANM/ AWW/ASHA,570,Select One Choice,1391,Not Applicable

4th visit by ANM/ AWW/ASHA,571,Select One Choice,1392,No
4th visit by ANM/ AWW/ASHA,571,Select One Choice,1393,Yes
4th visit by ANM/ AWW/ASHA,571,Select One Choice,1394,Not Applicable

Received complete post natal care and advice,572,Radio List,1395,Yes
Received complete post natal care and advice,572,Radio List,1396,No

Additional visit - 14th Day,573,Select One Choice,1397,Yes
Additional visit - 14th Day,573,Select One Choice,1398,No
Additional visit - 14th Day,573,Select One Choice,1399,Not Applicable

Additional visit - 21st Day,574,Select One Choice,1400,No
Additional visit - 21st Day,574,Select One Choice,1401,Yes
Additional visit - 21st Day,574,Select One Choice,1402,Not Applicable

Additional visit - 28th Day,575,Select One Choice,1403,No
Additional visit - 28th Day,575,Select One Choice,1404,Yes
Additional visit - 28th Day,575,Select One Choice,1405,Not Applicable

Supplementary nutrition - Post Natal: 1- 3 months,576,Select One Choice,1406,"No, did not received at all "
Supplementary nutrition - Post Natal: 1- 3 months,576,Select One Choice,1407,"Yes, but irregular"
Supplementary nutrition - Post Natal: 1- 3 months,576,Select One Choice,1408,"Yes, regular"

Exclusive Breast Feeding: 0 - 3 months,577,Radio List,1409,Yes
Exclusive Breast Feeding: 0 - 3 months,577,Radio List,1410,No

Supplementary nutrition - Post Natal: 4 - 6 months,578,Select One Choice,1411,"No, did not received at all"
Supplementary nutrition - Post Natal: 4 - 6 months,578,Select One Choice,1412,"Yes, but irregular"
Supplementary nutrition - Post Natal: 4 - 6 months,578,Select One Choice,1413,"Yes, regular"

Exclusive Breast Feeding: 4 - 6 months,579,Radio List,1414,Yes
Exclusive Breast Feeding: 4 - 6 months,579,Radio List,1415,No

Complementary feeding,580,Select One Choice,1417,January
Complementary feeding,580,Select One Choice,1418,Feburary
Complementary feeding,580,Select One Choice,1419,March
Complementary feeding,580,Select One Choice,1420,April
Complementary feeding,580,Select One Choice,1421,May
Complementary feeding,580,Select One Choice,1422,June
Complementary feeding,580,Select One Choice,1423,July
Complementary feeding,580,Select One Choice,1424,August
Complementary feeding,580,Select One Choice,1425,September
Complementary feeding,580,Select One Choice,1426,October
Complementary feeding,580,Select One Choice,1427,November
Complementary feeding,580,Select One Choice,1428,December

Enrolled in AWC,581,Radio List,1429,Yes
Enrolled in AWC,581,Radio List,1430,No

