
Question,Question Id,Question Type,choice Id,Choice
2nd ANC abdominal Examination,504,Select One Choice,1207,No
2nd ANC abdominal Examination,504,Select One Choice,1208,Yes
2nd ANC abdominal Examination,504,Select One Choice,1209,Dont know
2nd ANC abdominal Examination,504,Select One Choice,1210,Not applicable

2nd ANC - Identified as High Risk,505,Radio List,1211,Yes
2nd ANC - Identified as High Risk,505,Radio List,1212,No
2nd ANC - Identified as High Risk,505,Radio List,1213,Not Applicable

2nd ANC - High Risk Referred,506,Radio List,1214,Yes
2nd ANC - High Risk Referred,506,Radio List,1215,No

2nd ANC - Supplementary Nutrition Available,507,Select One Choice,1216,No not at all
2nd ANC - Supplementary Nutrition Available,507,Select One Choice,1217,Yes irregular
2nd ANC - Supplementary Nutrition Available,507,Select One Choice,1218,Yes regular
2nd ANC - Supplementary Nutrition Available,507,Select One Choice,1219,Not applicable

MCP/ MCH Card updated - 2nd Trimester,508,Radio List,1220,Yes
MCP/ MCH Card updated - 2nd Trimester,508,Radio List,1221,No

3rd ANC,509,Select One Choice,1222,Done
3rd ANC,509,Select One Choice,1223,"Not Done, Service not given"
3rd ANC,509,Select One Choice,1224,Mother Migrated
3rd ANC,509,Select One Choice,1225,Dont Know / No information
3rd ANC,509,Select One Choice,1226,Not applicable

3rd ANC Urine Albumin,514,Radio List,1231,Yes
3rd ANC Urine Albumin,514,Radio List,1232,No

3rd ANC Urine Sugar,515,Radio List,1233,Yes
3rd ANC Urine Sugar,515,Radio List,1234,No

3rd ANC - IFA tablets received,516,Radio List,1235,Yes
3rd ANC - IFA tablets received,516,Radio List,1236,No

3rd ANC - IFA tablets consumed,517,Radio List,1237,Yes
3rd ANC - IFA tablets consumed,517,Radio List,1238,No

3rd ANC-Abdominal Examination,518,Select One Choice,1239,No
3rd ANC-Abdominal Examination,518,Select One Choice,1240,Yes
3rd ANC-Abdominal Examination,518,Select One Choice,1241,Dont know
3rd ANC-Abdominal Examination,518,Select One Choice,1242,Not applicable

3rd ANC - Identified as High Risk,519,Radio List,1243,Yes
3rd ANC - Identified as High Risk,519,Radio List,1244,No

3rd ANC - High Risk Referred,520,Radio List,1245,Yes
3rd ANC - High Risk Referred,520,Radio List,1246,No

3rd ANC - Supplementary Nutrition Available,521,Select One Choice,1247,No not at all
3rd ANC - Supplementary Nutrition Available,521,Select One Choice,1248,Yes irregular
3rd ANC - Supplementary Nutrition Available,521,Select One Choice,1249,Yes regular
3rd ANC - Supplementary Nutrition Available,521,Select One Choice,1250,Not applicable

MCP/ MCH Card updated - 3nd Trimester,522,Radio List,1251,Yes
MCP/ MCH Card updated - 3nd Trimester,522,Radio List,1252,No

4th ANC,523,Select One Choice,1253,Done
4th ANC,523,Select One Choice,1254,"Not Done, Service not given"
4th ANC,523,Select One Choice,1255,Mother Migrated
4th ANC,523,Select One Choice,1256,Dont Know/ No information
4th ANC,523,Select One Choice,1257,Not applicable

4th ANC Urine Albumin,528,Radio List,1262,Yes
4th ANC Urine Albumin,528,Radio List,1263,No

4th ANC Urine Sugar,529,Radio List,1264,Yes
4th ANC Urine Sugar,529,Radio List,1265,No

4th ANC - IFA tablets received,530,Radio List,1266,Yes
4th ANC - IFA tablets received,530,Radio List,1267,No

4th ANC - IFA tablets consumed,531,Radio List,1268,Yes
4th ANC - IFA tablets consumed,531,Radio List,1269,No

4th ANC-Abdominal Examination,532,Select One Choice,1270,No
4th ANC-Abdominal Examination,532,Select One Choice,1271,Yes
4th ANC-Abdominal Examination,532,Select One Choice,1272,Not Applicable

4th ANC - Identified as High Risk,533,Radio List,1273,Yes
4th ANC - Identified as High Risk,533,Radio List,1274,No

4th ANC - High Risk Referred,534,Radio List,1275,Yes
4th ANC - High Risk Referred,534,Radio List,1276,No

4th ANC - Supplementary Nutrition Available,535,Radio List,1277,No not at all
4th ANC - Supplementary Nutrition Available,535,Radio List,1278,Yes irregular
4th ANC - Supplementary Nutrition Available,535,Radio List,1279,Yes regular
4th ANC - Supplementary Nutrition Available,535,Radio List,1280,Not applicable

Miscarriage or delivered,536,Radio List,1281,Miscarriage/Abortion
Miscarriage or delivered,536,Radio List,1282,Delivered

Status of Birth,537,Radio List,1283,Live birth
Status of Birth,537,Radio List,1284,Still birth

Place of Delivery,539,Select One Choice,1286,Home
Place of Delivery,539,Select One Choice,1287,Government Hospital
Place of Delivery,539,Select One Choice,1288,Private Hospital
Place of Delivery,539,Select One Choice,1289,On the way to hospital
Place of Delivery,539,Select One Choice,1290,Work

Type of delivery,540,Select One Choice,1291,Normal
Type of delivery,540,Select One Choice,1292,Instrumental
Type of delivery,540,Select One Choice,1293,C Section

Received free transportation from Government,541,Select One Choice,1295,Yes
Received free transportation from Government,541,Select One Choice,1296,No

Received financial assistance from Government,542,Select One Choice,1297,Yes
Received financial assistance from Government,542,Select One Choice,1298,No
Received financial assistance from Government,542,Select One Choice,1299,Not Applicable

Home delivery assisted by,544,Select One Choice,1301,No one
Home delivery assisted by,544,Select One Choice,1302,Family members
Home delivery assisted by,544,Select One Choice,1303,Dai untrained
Home delivery assisted by,544,Select One Choice,1304,Dai Trained
Home delivery assisted by,544,Select One Choice,1305,ANM
Home delivery assisted by,544,Select One Choice,1306,Nurse
Home delivery assisted by,544,Select One Choice,1307,Doctor
Home delivery assisted by,544,Select One Choice,1308,Others
Home delivery assisted by,544,Select One Choice,1309,Not Applicable

