
Question,Question Id,Question Type,choice Id,Choice
"Is there a bicycle, motorcycle/scooter, or motor car/jeep?",432,Select One Choice,973,Motor car or jeep 

Whether the HH is headed by a single parent,433,Select One Choice,974,No
Whether the HH is headed by a single parent,433,Select One Choice,975,Yes
Whether the HH is headed by a single parent,433,Select One Choice,976,Not Applicable

Whether the HH is headed by grand parents,434,Select One Choice,977,No
Whether the HH is headed by grand parents,434,Select One Choice,978,Yes
Whether the HH is headed by grand parents,434,Select One Choice,979,Not Applicable

Whether headed by children (18 years and below),435,Select One Choice,980,No
Whether headed by children (18 years and below),435,Select One Choice,981,Yes
Whether headed by children (18 years and below),435,Select One Choice,982,Not Applicable

Whether both mother and father work to earn a livelihood,436,Select One Choice,983,No
Whether both mother and father work to earn a livelihood,436,Select One Choice,984,Yes
Whether both mother and father work to earn a livelihood,436,Select One Choice,985,Not Applicable

Whether the primary bread-earner of the HH is terminally/ se,437,Select One Choice,986,No
Whether the primary bread-earner of the HH is terminally/ se,437,Select One Choice,987,Yes
Whether the primary bread-earner of the HH is terminally/ se,437,Select One Choice,988,Not Applicable

Residential Status,438,Select One Choice,989,From this village only and stays in the village 
Residential Status,438,Select One Choice,990,From other village and shifted this location
Residential Status,438,Select One Choice,991,Migrated out of the village to another place
Residential Status,438,Select One Choice,992,Migrated permanently out of the village to another place

Month of in migration or out migration,439,Select One Choice,993,January
Month of in migration or out migration,439,Select One Choice,994,February
Month of in migration or out migration,439,Select One Choice,995,March
Month of in migration or out migration,439,Select One Choice,996,April
Month of in migration or out migration,439,Select One Choice,997,May
Month of in migration or out migration,439,Select One Choice,998,June
Month of in migration or out migration,439,Select One Choice,999,July
Month of in migration or out migration,439,Select One Choice,1000,August
Month of in migration or out migration,439,Select One Choice,1001,September
Month of in migration or out migration,439,Select One Choice,1002,October
Month of in migration or out migration,439,Select One Choice,1003,November
Month of in migration or out migration,439,Select One Choice,1004,December
Month of in migration or out migration,439,Select One Choice,1006,Dont know
Month of in migration or out migration,439,Select One Choice,1005,Not Applicable

Whether HH migrates every year,440,Radio List,1007,No
Whether HH migrates every year,440,Radio List,1008,Yes

Duration of migration,441,Select One Choice,1009,Below  3 months
Duration of migration,441,Select One Choice,1010,3 to 6 months
Duration of migration,441,Select One Choice,1011,Above 6 months

Whether one adult member of the HH has permanently migrated,442,Select One Choice,1012,No
Whether one adult member of the HH has permanently migrated,442,Select One Choice,1013,Yes
Whether one adult member of the HH has permanently migrated,442,Select One Choice,1014,Not Applicable

Source of drinking water,443,Select One Choice,1015,Open well 
Source of drinking water,443,Select One Choice,1016,Tube well
Source of drinking water,443,Select One Choice,1017,Hand pump 
Source of drinking water,443,Select One Choice,1018,Tap Water
Source of drinking water,443,Select One Choice,1019,River 
Source of drinking water,443,Select One Choice,1020,Stream 
Source of drinking water,443,Select One Choice,1021,Rainwater
Source of drinking water,443,Select One Choice,1022,Tanker
Source of drinking water,443,Select One Choice,1023,Bottled Water 
Source of drinking water,443,Select One Choice,1024,Others

Access to toilet,445,Select One Choice,1026,Open defecation 
Access to toilet,445,Select One Choice,1027,Bucket
Access to toilet,445,Select One Choice,1028,Flush or pour flush to Open Drain
Access to toilet,445,Select One Choice,1029,Flush or pour flush to closed drain
Access to toilet,445,Select One Choice,1030,Flush or Pour Flush to septic tank
Access to toilet,445,Select One Choice,1031,Community toilet or Sulabah Souchalaya
Access to toilet,445,Select One Choice,1032,Sharing toilet 
Access to toilet,445,Select One Choice,1033,Eco toilet or Bio Toilet
Access to toilet,445,Select One Choice,1034,Others

Is any child missing?,447,Radio List,1036,No
Is any child missing?,447,Radio List,1037,Yes

