Form Id,Form Name,Question Id,Question Text,Choice Id,Choice Text
48,Labour and Migration,599,Place of Migration - 117---(Labour and Migration),1470,Dont Know
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1471,Agriculture
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1472,Domestic Work
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1473,Beedi Rolling
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1474,Brick Kilns
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1475,Carpet Weaving
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1476,Construction
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1477,Fireworks and matches factorires
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1478,Hotels or restaurants
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1479,Mining or Quarries
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1480,Diamond and gems industry
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1481,Grazing
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1482,Zari work
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1483,Piece meal work
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1484,Flower picking
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1485,Street Vending
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1486,Garage Work
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1487,Pollination
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1488,Industry other than given
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1489,Paper milk distribution
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1490,NFTP Collection
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1491,Fishing
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1492,Rag picking
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1493,Begging
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1494,Others
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1495,Dont Know
48,Labour and Migration,600,Sector of work - 118---(Labour and Migration),1496,Not Applicable
48,Labour and Migration,601,If others specify - 119---(Labour and Migration),,
