Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Hindi,Marathi,
2,School Level Information,77,Total number of Boys with special needs,T,2,Total number of Boys with special needs - विशेष आवश्यकता वाले कुल लड़कों की संख्या,Total number of Boys with special needs - एकूण विशेष  गरजा  असलेली  मुले,
2,School Level Information,78,Total number of Girls with special needs,T,2,Total number of Girls with special needs - विशेष आवश्यकता वाली कुल लड़कियों की संख्या,Total number of Girls with special needs - एकूण विशेष  गरजा असलेल्या मुली,
2,School Level Information,79,Number of permanent teachers,T,2,Number of permanent teachers - स्थाई शिक्षकों की संख्या,Number of permanent teachers - कायम शिक्षकांची संख्या,
2,School Level Information,80,Number of contractual teachers,T,2,Number of contractual teachers - संविदा शिक्षकों की संख्या,Number of contractual teachers - कंत्राटी/करार सेवा शिक्षकांची संख्या,
2,School Level Information,81,Total numbers of teachers,T,2,Total numbers of teachers - शिक्षकों की कुल संख्या,Total numbers of teachers - एकूण शिक्षकांची संख्या,
2,School Level Information,82,Total Male teachers,T,2,Total Male teachers - कुल पुरुष शिक्षक,Total Male teachers - एकूण पुरुष शिक्षकांची संख्या,
2,School Level Information,83,Total Female teachers,T,2,Total Female teachers - कुल महिला शिक्षक,Total Female teachers - एकूण महिला शिक्षकांची संख्या,
2,School Level Information,84,Separate mathematics teachers,S,2,Separate mathematics teachers - अलग गणित के शिक्षक,Separate mathematics teachers -  वेगळे गणिताचे  शिक्षक,
2,School Level Information,85,Separate Science teachers,S,2,Separate Science teachers - विज्ञान  के  लिये नियत शिक्षक,Separate Science teachers -  वेगळे सामान्य विज्ञान शिक्षक,
2,School Level Information,86,Separate Language teachers,S,2,Separate Language teachers - भाषा के  लिये नियत शिक्षक,Separate Language teachers -  वेगळे  भाषा शिक्षक,
2,School Level Information,87,Separate teachers for SST,S,2,Separate teachers for SST - एस. एस. टी. के  लिये नियत शिक्षक,Separate teachers for SST -  वेगळे एस. एस. टी. शिक्षक,
2,School Level Information,88,Atleast one Female teacher available,S,2,Atleast one Female teacher available - कम से कम एक महिला शिक्षक,Atleast one Female teacher available - किमान एक महिला शिक्षक उपलब्ध,मुलाची
3,Anganwadi Centre Information,89,Type of Anganwadi,S,2,Type of Anganwadi - आँगनवाड़ी का प्रकार,Type of Anganwadi - अंगणवाडीचा प्रकार,
3,Anganwadi Centre Information,90,Location Type,R,0,,Location Type,
3,Anganwadi Centre Information,91,Location or Address of the AWC,T,0,,Location or Address of the AWC,
2,School Level Information,92,Mid Day meal cooked by,S,2,Mid Day meal cooked by - मध्यान्न भोजन कौन पकाता है,Mid Day meal cooked by  - मध्यान्ह भोजन कोण शिजवते,
2,School Level Information,93,Mid Day meal cook available,S,2,Mid Day meal cook available - मध्यान्न भोजन रसोईया उपलब्ध,Mid Day meal cook available - मध्यान्ह भोजन शिजवण्यासाठी स्वयंपाकी उपलब्ध,
2,School Level Information,94,Mid Day meal helper available,S,2,Mid Day meal helper available - मध्यान्न भोजन सहायक उपलब्ध,Mid Day meal helper available - मध्यान्ह भोजन शिजवण्यासाठी मदतनीस उपलब्ध,
2,School Level Information,95,Separate cleaning staff for MDM,S,2,Separate cleaning staff for MDM - मध्यान्न भोजन में सफ़ाई के लिये नियत स्टाफ़ उपलब्ध,Separate cleaning staff for MDM - मध्यान्ह भोजनासाठी स्वतंत्र स्वच्छता कामगार,
2,School Level Information,96,School building available,S,2,School building available - स्कूल भवन उपलब्ध,School building available - शाळेच्या इमारतीची उपलब्धता,
2,School Level Information,97,Toilet for children,R,2,Toilet for children - बच्चों के लिये शौचालय,Toilet for children - बालकांसाठी शौचालय,
2,School Level Information,98,Separate Toilet for Girls,R,2,Separate Toilet for Girls - लड़कियों के लिये अलग से शौचालय,Separate Toilet for Girls - मुलींसाठी स्वतंत्र शौचालय,
2,School Level Information,99,Water available in Toilet,S,2,Water available in Toilet - शौचालय में पानी उपलब्ध,Water available in Toilet - शौचालयात पाण्याची उपलब्धता,
2,School Level Information,100,Boundary wall available,R,2,Boundary wall available - चहारदीवारी उपलब्ध,Boundary wall available - संरक्षण भिंत उपलब्ध,
2,School Level Information,101,Library available,R,0,,Library available,
2,School Level Information,102,Libraray available,R,2,Libraray available - पुस्तकालय उपलब्ध,Libraray available - ग्रंथालय उपलब्ध,
2,School Level Information,103,Playground available,R,2,Playground available - खेलकूद मैदान उपलब्ध,Playground available - खेळाचे मैदान उपलब्ध,
2,School Level Information,104,Separate kitchen with shed,R,2,Separate kitchen with shed - शेड सहित रसोईघर अलग से उपलब्ध,Separate kitchen with shed - शेडसह स्वतंत्र स्वयंपाकघर,
2,School Level Information,105,Disable friendly with ramp,R,2,Disable friendly with ramp - विकलांग-हितैशी रैंप उपलब्ध,Disable friendly with ramp - अपंगांसाठी अनुकूल रॅंम्प,
2,School Level Information,106,Availablity of Drinking Water,R,2,Availablity of Drinking Water - पीने का पानी उपलब्ध,Availablity of Drinking Water - पिण्याच्या पाण्याची उपलब्धता,
2,School Level Information,107,Availability of Electricity,R,2,Availability of Electricity - बिजली उपलब्ध,Availability of Electricity - विजेची उपलब्धता,
3,Anganwadi Centre Information,108,Year of Operation of AWC,D,2,Year of Operation of AWC - आँगनवाड़ी केन्द्र के परिचालन का वर्ष,Year of Operation of AWC,
2,School Level Information,109,Availability of Science lab,R,2,Availability of Science lab - विज्ञान प्रयोगशाला उपलब्ध,Availability of Science lab - प्रयोगशाळेची उपलब्धता,
2,School Level Information,110,School management commitee constituted,R,2,School management commitee constituted - स्कल-प्रबंधन समिति गठित,School management commitee constituted - शाळा व्यवस्थापन समितीची स्थापना,
3,Anganwadi Centre Information,111,Population catered to by AWC,T,2,Population catered to by AWC - आँगनवाड़ी केन्द्र द्वारा कवर की जा रह जनसंख्या,Population catered to by AWC - अंगणवाडी लोकसंख्या,
2,School Level Information,112,Numbers of meeting conducted this year,T,2,Numbers of meeting conducted this year - वर्ष में संचालित बैठकों की संख्या,Numbers of meeting conducted this year - या वर्षी आयोजित बैठकांची संख्या,
3,Anganwadi Centre Information,113,Need for additional AWC,S,2,Need for additional AWC - अतिरिक्त आँगनवाड़ी केन्द्र की आवश्यकता,Need for additional AWC - अतिरिक्त अंगणवाडीची गरज,
3,Anganwadi Centre Information,114,Anganwadi worker AWW available,R,2,Anganwadi worker AWW available - आँगनवाड़ी कार्यकर्ता की उपलब्धता,Anganwadi worker AWW available - अंगणवाडी सेविका उपलब्धता,
3,Anganwadi Centre Information,115,Month and year of joining in the area for AWW,D,2,Month and year of joining in the area for AWW - आँगनवाड़ी कार्यकर्ता द्वारा कार्यभार ग्रहण करने का माह एवं वर्ष,Month and year of joining in the area for AWW - अंगणवाडी सेविकेने पदग्रहण करण्याचा  महिना व वर्ष,
3,Anganwadi Centre Information,116,Whether AWW is from the same Panchayat or Ward,R,2,Whether AWW is from the same Panchayat or Ward - क्या आँगनवाड़ी कार्यकर्ता उसी पंचायत या वार्ड से है.,Whether AWW is from the same Panchayat or Ward - अंगणवाडी सेविका याच वार्ड / पंचायती मधील आहे का,
3,Anganwadi Centre Information,117,Additional AWW cum Nutrition Counsellor available,R,2,Additional AWW cum Nutrition Counsellor available - अतिरिक्त आँगनवाड़ी कार्यकर्ता-सह-पोषण काउंसलर की उपलब्धता,Additional AWW cum Nutrition Counsellor available - अतिरिक्त अंगणवाडी सेविका व पोषण समुपदेशकाची उपलब्धता,
3,Anganwadi Centre Information,118,AW Helper available,R,2,AW Helper available - आँगनवाड़ी सहायिका की उपलब्धता,AW Helper available - अंगणवाडी मदतनीस उपलब्ध,
3,Anganwadi Centre Information,119,Boys (0-3 Years) enrolled,T,2,Boys (0-3 Years) enrolled - दर्ज लड़के (0-3 वर्ष),Boys (0-3 Years) enrolled - नोंदणी केलेली मुले (0-3 वर्ष),
3,Anganwadi Centre Information,120,Girls (0-3 Years) enrolled,T,2,Girls (0-3 Years) enrolled - दर्ज लड़कियाँ (0-3 वर्ष),Girls (0-3 Years) enrolled - नोंदणी केलेल्या  मुली (0-3 वर्ष),
3,Anganwadi Centre Information,121,Total Children (0-3 years),T,2,Total Children (0-3 years) - 0-3 वर्ष आयु के कुल बच्चों की संख्या,Total Children (0-3 years) - एकूण मुले (0-3 वर्ष),
3,Anganwadi Centre Information,122,Boys (3-6 Years) enrolled,T,2,Boys (3-6 Years) enrolled - दर्ज लड़के (3-6 वर्ष),Boys (3-6 Years) enrolled -  नोंदणी केलेली मुले (3-6 वर्ष),
3,Anganwadi Centre Information,123,Girls (3-6 Years) enrolled,T,2,Girls (3-6 Years) enrolled - दर्ज लड़ियाँ (3-6 वर्ष),Girls (3-6 Years) enrolled -  नोंदणी केलेल्या  मुली (3-6 वर्ष),
3,Anganwadi Centre Information,124,Total children (3-6 Years) enrolled,T,2,Total children (3-6 Years) enrolled - 3-6 वर्ष आयु के कुल दर्ज बच्चों की संख्या,Total children (3-6 Years) enrolled - एकूण मुले (3-6 वर्ष),
3,Anganwadi Centre Information,125,Total adolescent girls (10-18 Years) enrolled,T,2,Total adolescent girls (11-18 Years) enrolled - कुल दर्ज किशोरी बालिकायें (11-18 वर्ष),Total adolescent girls (10-18 Years) enrolled - एकूण  नोंदणी केलेल्या किशोरवयीन मुली  (10-18 वर्ष),
3,Anganwadi Centre Information,126,Total number of pregnant women enrolled,T,2,Total number of pregnant women enrolled - कुल दर्ज गर्भवती महिलायें,Total number of pregnant women enrolled - एकूण नोंदणी केलेल्या गर्भवती महिला,
3,Anganwadi Centre Information,127,Total number of lactating mothers enrolled,T,2,Total number of lactating mothers enrolled - कुल दर्ज धात्री मातायें,Total number of lactating mothers enrolled - एकूण नोंदणी केलेल्या स्तनपान करणाऱ्या महिला,
3,Anganwadi Centre Information,128,Own Building available,R,2,Own Building available - खुद के भवन की उपलब्धता,Own Building available - स्वतंत्र इमारत उपलब्ध,
3,Anganwadi Centre Information,129,Type of building,R,2,Type of building - भवन का प्रकार,Type of building - इमारतीचा प्रकार,
3,Anganwadi Centre Information,130,Shed for cooking available,R,2,Shade for cooking available - भोजन पकाने के लिये उपलब्ध छत,Shade for cooking available - आहार शिजवण्यासाठी छत उपलब्ध,
3,Anganwadi Centre Information,131,Whether drinking water available,R,2,Whether drinking water available - क्या पीने का पानी उपलब्ध है,Whether drinking water available - पिण्याचे पाणी उपलब्ध आहे का ?,
3,Anganwadi Centre Information,132,Functional toilet available,R,2,Functional toilet available - कार्यशील शौचालय उपलब्ध,Functional toilet available - चालू स्थितीतील शौचालय उपलब्धता,
3,Anganwadi Centre Information,133,Water available in toilets,R,2,Water available in toilets - शौचालय में पानी की उपलब्धता,Water available in toilets - शौचालयामध्ये पाणी  उपलब्धता,
3,Anganwadi Centre Information,134,Pre-school Education Kits/ material available,R,2,Pre-school Education Kits/ material available - स्कूल-पूर्व शिक्षा किट/सामग्री की उपलब्धता,Pre-school Education Kits/ material available - पूर्व प्राथमिक शिक्षणाचे किट / साहित्य उपलब्धता,
3,Anganwadi Centre Information,135,Take Home Ration Available,R,2,Take Home Ration Available - टेक होम राशन की उपलब्धता,Take Home Ration Available - टिएचआर पाकिटातील आहाराची उपलब्धता,
3,Anganwadi Centre Information,136,Cooked Food Available,R,2,Cooked Food Available - पके भोजन की उपलब्धता,Cooked Food Available - शिजवलेल्या अन्नाची उपलब्धता,
3,Anganwadi Centre Information,137,Immunization service available,R,2,Immunization service available - टीकाकरण सेवाओं की उपलब्धता,Immunization service available - लसीकरण सेवा उपलब्धता,
3,Anganwadi Centre Information,138,Health check up service available,R,2,Health check up service available - स्वास्थ्य जाँच सेवाओं की उपलब्धता,Health check up service available - आरोग्य तपासणी सेवा उपलब्धता,
3,Anganwadi Centre Information,139,Referral services available,R,2,Referral services available - रेफ़रल सेवाओं की उपलब्धता,Referral services available - संदर्भ सेवा उपलब्धता,
3,Anganwadi Centre Information,140,Nutrition & Health education service available,R,2,Nutrition & Health education service available - पोषण एवं स्वास्थ्य शिक्षा सेवाओं की उपलब्धता,Nutrition & Health education service available - पोषण व आरोग्य शिक्षण सेवा उपलब्धता,
3,Anganwadi Centre Information,141,Counselling Services - Adolescent Girls available,R,2,Counselling Services - Adolescent Girls available - किशोरी बालिकाओं के लिये परामर्श सेवाओं की उपलब्धता,Counselling Services - Adolescent Girls available - किशोरवयीन मुलीना समुपदेशन सेवा दिली जाते,
37,Child Annual Information,154,Name of Head of HouseHold,T,0,,Name of Head of HouseHold,
37,Child Annual Information,155,Name of the Father,T,2,Name of the Father - पिता का नाम,Name of the Father - वडिलांचे नाव ,
37,Child Annual Information,156,Age of Father,T,2,Age of Father - पिता की उम्र,Age of Father - वडिलांचे वय,
37,Child Annual Information,157,Highest class passed - Father,S,2,Highest class passed - Father - पिता द्वारा उत्तीर्ण उच्चतम कक्षा,Highest class passed - Father - वडिलांचे शिक्षण,
37,Child Annual Information,158,Occupation of the father,S,2,Occupation of the father - पिता का व्यवसाय,Occupation of the father -  वडिलांचा  व्यवसाय,
37,Child Annual Information,159,Name of Mother,T,2,Name of Mother - माता का नाम,Name of Mother - आईचे  नाव,
37,Child Annual Information,160,Age of Mother,T,2,Age of Mother - माता की उम्र,Age of Mother -  आईचे  वय,
37,Child Annual Information,161,Highest class passed - Mother,S,2,Highest class passed - Mother - माता द्वारा उत्तीर्ण उच्चतम कक्षा,Highest class passed - Mother - आईने पास केलेला सर्वात वरचा वर्ग,
37,Child Annual Information,162,Occupation of the Mother,S,2,Occupation of the Mother - माता का व्यवसाय,Occupation of the mother - आईचा व्यवसाय,
37,Child Annual Information,163,Orphaned /Single parent,R,2,Orphaned /Single parent - अनाथ/एकल माता-पिता,Orphaned /Single parent - अनाथ/एक पालक,
37,Child Annual Information,164,Name of Guardian,T,2,Name of Guardian - अभिभावक का नाम,Name of Guardian - पालकाचे  नाव,
37,Child Annual Information,165,Caste of Child,S,2,Caste of Child - बच्चे की जाति,Caste of Child - मुलाची / बाळाची जात,
37,Child Annual Information,166,Religion of Child,S,2,Religion of Child - बच्चे का धर्म,Religion of Child - मुलाचा/बाळाचा धर्म,
37,Child Annual Information,167,Sex of Child,R,0,,Sex of Child -  बाळाचे लिंग ,
37,Child Annual Information,168,Birth registration of child done?,R,2,Birth registration of child done? - बच्चे का जन्म पंजीयन,Birth registration of child done? बाळाची जन्म नोंदणी केली आहे का ?,
37,Child Annual Information,169,Date of  birth of the child,D,0,Date of birth of the child - बच्चे की जन्म-तिथि,Date of  birth of the child - बाळाची जन्मतारीख,
37,Child Annual Information,170,Place of Delivery,S,2,Place of Delivery - प्रसव का स्थान,Place of Delivery - प्रसुतीचे ठिकाण,
37,Child Annual Information,171,Weight at birth (in kgs),T,2,Weight at birth (in kgs) - जनम के समय वज़न,Weight at birth (in kgs) - जन्माच्या वेळेचे वजन,
37,Child Annual Information,172,Weight of child communicated to the mother after delivery,R,2,Weight of child communicated to the mother after delivery - क्या प्रसव के बाद माता को बच्चे का वज़न बताया गया था,Weight of child communicated to the mother after delivery - प्रसुती नंतर आईला बाळाचे वजन सांगितले का ?,
37,Child Annual Information,173,Age of child(in years),T,0,,Age of child(in years) - बाळाचे  वय,
37,Child Annual Information,174,Age of child as of today(months),T,0,Age of child as of today(months) - बच्चे की आयु आज की तारीख में (माह में),Age of child as of today(months) - बाळाचे  वय आजच्या तारखेला ( महिन्यात ),
37,Child Annual Information,175,Residential status,S,2,Residential status - निवास की स्थिति,Residential Status - निवासाची स्थिती,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,Month of in-migration or out-migration - माह जिसमें इस जगह प्रवासित हो कर आये या यहाँ से बाहर गये,Month of in-migration or out-migration - स्थलांतराचा महिना ,
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,Whether enrolled in Anganwadi - क्या आँगनवाड़ी में नामांकित है,Whether enrolled in Anganwadi - अंगणवाडीत नोंदणी केली आहे का ?,
37,Child Annual Information,178,Anganwadi Name,T,2,"Anganwadi ID (if available) - यदि हाँ, आँगनवाड़ी का आई डी",Anganwadi Name - अंगणवाडीचे  नाव,
37,Child Annual Information,179,Whether child getting ECE?,R,2,Whether child getting ECE? - क्या बच्चे को प्रारंभिक बाल शिक्षा मिल रही है,Whether child getting ECE? - बाळाला  प्रारंभिक बालशिक्षण मिळत आहे का ?,
37,Child Annual Information,180,Is the child Challenged?,R,2,Is the child Challenged? - क्या बच्चा अशक्त है,Is the child Challenged? बाळ          आहे का ?,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,Is the child Chronically ill? - क्या बच्चा लम्बी बीमारी से ग्रस्त है,Is the child Chronically ill? बाळ  दीर्घ काळ आजारी आहे का ?,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,Is the child Terminally ill? - क्या बच्चा मरणासन्न है,Is the child Terminally ill? बाळ टोकाचा आजार         आहे का ?,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,Is the child Engagged/Married? - क्या बच्चे की सगाई/शादी हो चुकी है,Is the child Engagged/Married? मुलाचे लग्न ठरले/झाले     आहे का ?,
37,Child Annual Information,184,Current Location of child,S,2,Current Location of child - वर्तमान में बच्चा कहाँ है,Current Location of child - आता बाळ  कुठे राहते आहे ?,
37,Child Annual Information,185,Others Specify,T,2,Others Specify - स्पष्ट करें,Others Specify - इतर - स्पष्ट करा.,
1,Health Centre Survey,192,Type of Health Centre,S,2,Type of Health Center  - स्वास्थ्य केन्द्र का प्रकार,Type of Health Centre - आरोग्य केंद्राचा प्रकार,
1,Health Centre Survey,193,Specify the Urban Health Unit,T,2,Specify the Urban Health Unit - शहरी स्वास्थ्य इकाई का स्पष्ट उल्लेख करें,Specify the Urban Health Unit - ,
1,Health Centre Survey,194,Incubator Available,R,2,Incubator Available - इन्क्यूबेटर (समय-पूर्व जन्मे शिशु की रक्षा का यंत्र) उपलब्ध,Incubator Available - इनक्युबेटर उपलब्ध,
1,Health Centre Survey,195,New Born Corner Centre available,R,2,New Born Corner Centre available -  न्यू बॉर्न (नवजात) कॉर्नर सेन्टर उपलब्ध,New Born Corner Centre available - नवजात कॉर्नर केंद्र उपलब्ध,
1,Health Centre Survey,196,Sick Born Centre available,R,2,Sick Born Centre available -  सिक (बीमार) न्यू बॉर्न (नवजात) कॉर्नर सेन्टर (एस. एन. सी. यू.) उपलब्ध,Sick Born Centre available - आजारी नवजात कॉर्नर केंद्र उपलब्ध,
1,Health Centre Survey,197,Functional NRC MTC available,R,2,Functional NRC MTC available - कार्यशील पोषण पुनर्वास केन्द्र (एन.आर.सी.)/एम.टी.सी. उपलब्ध,Functional NRC MTC available - चालू स्थितीमध्ये पोषण पुनर्वसनकेंद्र,
1,Health Centre Survey,198,Medical Officer available,R,2,Medical Officer available -  चिकित्सा अधिकारी उपलब्ध,Medical Officer available - वैद्यकीय अधिकारी उपलब्ध,
1,Health Centre Survey,199,DataEntryOperator available,R,2,DataEntryOperator available - DataEntryOperator available -  डेटा एन्ट्री ऑपरेटर उपलब्ध,DataEntryOperator available - डाटा एन्ट्री ऑपरेटर उपलब्ध,
1,Health Centre Survey,200,Pharmacist available,R,2,Pharmacist available - फ़ार्मासिस्ट उपलब्ध,Pharmacist available - औषध विक्रेता उपलब्ध,
1,Health Centre Survey,201,Staff Nurse available,R,2,Staff Nurse available - स्टाफ़ नर्स उपलब्ध,Staff Nurse available - नर्स कर्मचारी उपलब्ध,
1,Health Centre Survey,202,Ambulance Service available,R,2,Ambulance Service available -  एम्बुलेन्स सेवा उपलब्ध,Ambulance Service available - रुग्णवाहिका सुविधा उपलब्ध,
1,Health Centre Survey,203,Blood Storage unit available,R,2,Blood Storage unit available - रक्त भंडार इकाई उपलब्ध,Blood Storage unit available - रक्त साठा युनिट उपलब्ध,
1,Health Centre Survey,204,Laboratory technician available,R,2,Laboratory technician available -  लैब टेक्नीशियन उपलब्ध,Laboratory technician available - लैब टेक्नीशियन उपलब्ध,
1,Health Centre Survey,205,Gynaecologist available,R,2,Gynaecologist available -  स्त्रीरोग विशेषज्ञ उपलब्ध,Gynaecologist available - स्त्रीरोग विशेषज्ञ उपलब्ध,
1,Health Centre Survey,206,Paediatrician available,R,2,Paediatrician available -  शिशुरोग विशेषज्ञ उपलब्ध,Paediatrician available - बालरोग तज्ञ उपलब्ध,
1,Health Centre Survey,207,Anaesthetic available,R,2,Anaesthetic available - निश्चेतना विशेषज्ञ उपलब्ध,Anaesthetic available - भूल तज्ञ  उपलब्ध,
1,Health Centre Survey,208,ANM available,R,2,ANM available - ए.एन.एम. उपलब्ध,ANM available - नर्स उपलब्ध,
1,Health Centre Survey,209,Female Health Worker available,R,2,Female Health Worker available -  महिला स्वास्थ्य कार्यकर्ता उपलब्ध,Female Health Worker available - महिला आरोग्य सेविका उपलब्ध,
1,Health Centre Survey,210,Building Own or Rented,R,2,Building Own or Rented - भवन स्वयं का या किराये का,Building Own or Rented - इमारत स्वतःची की भाड्याने,
1,Health Centre Survey,211,Operating since,D,2,Operating since - कब से क्रियाशील,Operating since - केव्हापासून  कार्यरत,
1,Health Centre Survey,212,Location,T,0,,Location - स्थान,
1,Health Centre Survey,213,Village / Ward,T,0,,Village / Ward - गाव / वॉर्ड,
1,Health Centre Survey,214,Hamlet/Para/Mohalla,T,0,,Hamlet/Para/Mohalla - पाडा/मोहल्ला ,
1,Health Centre Survey,215,Rural/Urban,R,0,,Rural/Urban - ग्रामीण / शहरी,
1,Health Centre Survey,216,Coverage Population,T,2,Coverage Population - जनसंख्या का दायरा,Coverage Population - लोकसंख्या व्याप्ति,
1,Health Centre Survey,217,Whether delivery conducted?,S,2,Whether delivery conducted? - क्या प्रसव किये जाते हैं?,Whether delivery conducted? - बाळंतपण केले जाते का,
1,Health Centre Survey,218,Designated class for delivery and referal,S,2,Designated class for delivery and referal - प्रसव एवं रेफ़रल के लिये स्वास्थ्य केन्द्र की नामित श्रेणी,Designated class for delivery and referal - प्रसूती आणि संदर्भ आरोग्य सुविधेचा वर्ग,
1,Health Centre Survey,219,Whether list of medicines available at the centre is publicly displayed outside,S,2,Whether list of medicines available at the centre is publicly displayed outside - क्या उपलब्ध दवाईयों की सूची केन्द्र के बाहर सार्वजनिक रूप से प्रदर्शित की जाती है,Whether list of medicines available at the centre is publicly displayed outside - आरोग्य केंद्रात उपलब्ध असलेली औषधांची यादी सार्वजनिकरित्या बाहेर प्रदर्शित केली आहे की नाही,
1,Health Centre Survey,220,Examination table available,R,2,Examination table available - परीक्षण टेबल उपलब्ध,Examination table available - तपासणी टेबल उपलब्ध आहे का,
1,Health Centre Survey,221,Screen/separate room/separate place for examination available,R,2,Screen/separate room/separate place for examination available - परीक्षण के लिये पर्दा/ अलग कमरा/अलग स्थान उपलब्ध,Screen/separate room/separate place for examination available - तपासणीसाठी स्क्रीन / स्वतंत्र खोली / स्वतंत्र जागा उपलब्ध आहे का,
1,Health Centre Survey,222,Delivery table,R,2,Delivery table - प्रसव टेबल उपलब्ध,Delivery table - बाळंतपणासाठी टेबल उपलब्ध आहे का,
