Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Hindi,Gujarthi
2,School Level Information,72,Total Jain Boys,T,2,Total Jain Boys - कुल जैन लड़के,Total Jain Boys - કુલ જૈન છોકરાઓ
2,School Level Information,73,Total Jain Girls,T,2,Total Jain Girls - कुल जैन लड़कियाँ,Total Jain Girls - કુલ જૈન છોકરીઓ
2,School Level Information,74,Total Boys,T,2,Total Boys - कुल लड़के,Total Boys - કુલ છોકરાઓ
2,School Level Information,75,Total Girls,T,2,Total Girls - कुल लड़कियाँ,Total Girls - કુલ છોકરીઓ
2,School Level Information,76,Total Children,T,2,Total Children - कुल बच्चे,Total Children - કુલ બાળકો
2,School Level Information,77,Total number of Boys with special needs,T,2,Total number of Boys with special needs - विशेष आवश्यकता वाले कुल लड़कों की संख्या,Total number of Boys with special needs - ખાસ જરૂરિયાતોવાળા છોકરાઓની કુલ સંખ્યા
2,School Level Information,78,Total number of Girls with special needs,T,2,Total number of Girls with special needs - विशेष आवश्यकता वाली कुल लड़कियों की संख्या,Total number of Girls with special needs - ખાસ જરૂરિયાતોવાળી છોકરીઓની કુલ સંખ્યા
2,School Level Information,79,Number of permanent teachers,T,2,Number of permanent teachers - स्थाई शिक्षकों की संख्या,Number of permanent teachers - કાયમી શિક્ષકોની સંખ્યા
2,School Level Information,80,Number of contractual teachers,T,2,Number of contractual teachers - संविदा शिक्षकों की संख्या,Number of contractual teachers - કરાર(કોન્ટ્રાકટ) શિક્ષકોની સંખ્યા
2,School Level Information,81,Total numbers of teachers,T,2,Total numbers of teachers - शिक्षकों की कुल संख्या,Total numbers of teachers - શિક્ષકોની કુલ સંખ્યા
2,School Level Information,82,Total Male teachers,T,2,Total Male teachers - कुल पुरुष शिक्षक,Total Male teachers - કુલ પુરુષ શિક્ષકો
2,School Level Information,83,Total Female teachers,T,2,Total Female teachers - कुल महिला शिक्षक,Total Female teachers - કુલ સ્ત્રી શિક્ષકો
2,School Level Information,84,Separate mathematics teachers,S,2,Separate mathematics teachers - अलग गणित के शिक्षक,Separate mathematics teachers - ગણિત માટે અલગ શિક્ષકો
2,School Level Information,85,Separate Science teachers,S,2,Separate Science teachers - विज्ञान  के  लिये नियत शिक्षक,Separate Science teachers - વિજ્ઞાન માટે અલગ શિક્ષકો 
2,School Level Information,86,Separate Language teachers,S,2,Separate Language teachers - भाषा के  लिये नियत शिक्षक,Separate Language teachers - અલગ ભાષા શિક્ષકો
2,School Level Information,87,Separate teachers for SST,S,2,Separate teachers for SST - एस. एस. टी. के  लिये नियत शिक्षक,Separate teachers for SST - સ્પેશિયલ ટ્રેનિંગ પ્રોગ્રામ માટે અલગ શિક્ષકો
2,School Level Information,88,Atleast one Female teacher available,S,2,Atleast one Female teacher available - कम से कम एक महिला शिक्षक,Atleast one Female teacher available - ઓછા માં ઓછા એક મહિલા શિક્ષક ઉપલ્ભધ
3,Anganwadi Centre Information,89,Type of Anganwadi,S,2,Type of Anganwadi - आँगनवाड़ी का प्रकार,Type of Anganwadi - આંગણવાડીનો પ્રકાર
3,Anganwadi Centre Information,90,Location Type,R,0,,Location Type
3,Anganwadi Centre Information,91,Location or Address of the AWC,T,0,,Location or Address of the AWC - આંગણવાડીનું સરનામું
2,School Level Information,92,Mid Day meal cooked by,S,2,Mid Day meal cooked by - मध्यान्न भोजन कौन पकाता है,Mid Day meal cooked by  - મધ્યાહન ભોજન કોણ બનાવે છે
2,School Level Information,93,Mid Day meal cook available,S,2,Mid Day meal cook available - मध्यान्न भोजन रसोईया उपलब्ध,Mid Day meal cook available -મધ્યાહન ભોજન માટે રસોઈયો ઉપલબ્ધ છે
2,School Level Information,94,Mid Day meal helper available,S,2,Mid Day meal helper available - मध्यान्न भोजन सहायक उपलब्ध,Mid Day meal helper available - મધ્યાહન ભોજન માટે સહાયક ઉપલબ્ધ
2,School Level Information,95,Separate cleaning staff for MDM,S,2,Separate cleaning staff for MDM - मध्यान्न भोजन में सफ़ाई के लिये नियत स्टाफ़ उपलब्ध,Separate cleaning staff for MDM - મધ્યાહન ભોજન માટે અલગ સફાઈ સ્ટાફ
2,School Level Information,96,School building available,S,2,School building available - स्कूल भवन उपलब्ध,School building available - શાળાનુ મકાન ઉપલબ્ધ છે
2,School Level Information,97,Toilet for children,R,2,Toilet for children - बच्चों के लिये शौचालय,Toilet for children - બાળકો માટે શૌચાલય
2,School Level Information,98,Separate Toilet for Girls,R,2,Separate Toilet for Girls - लड़कियों के लिये अलग से शौचालय,Separate Toilet for Girls - છોકરીયો માટે અલગ શૌચાલય
2,School Level Information,99,Water available in Toilet,S,2,Water available in Toilet - शौचालय में पानी उपलब्ध,Water available in Toilet - શૌચાલયમા પાણી ઉપલબ્ધ
2,School Level Information,100,Boundary wall available,R,2,Boundary wall available - चहारदीवारी उपलब्ध,Boundary wall available - સીમા દિવાલ ઉપલબ્ધ
2,School Level Information,101,Library available,R,0,,Libraray available - પુસ્તકાલય ઉપલબ્ધ
2,School Level Information,102,Libraray available,R,2,Libraray available - पुस्तकालय उपलब्ध,Libraray available - પુસ્તકાલય ઉપલબ્ધ
2,School Level Information,103,Playground available,R,2,Playground available - खेलकूद मैदान उपलब्ध,Playground available - રમતનું મેદાન ઉપલબ્ધ છે
2,School Level Information,104,Separate kitchen with shed,R,2,Separate kitchen with shed - शेड सहित रसोईघर अलग से उपलब्ध,Separate kitchen with shed - શેડ સાથે અલગ રસોડું
2,School Level Information,105,Disable friendly with ramp,R,2,Disable friendly with ramp - विकलांग-हितैशी रैंप उपलब्ध,Disable friendly with ramp - વિકલાંગોને સાનુકૂળ ઢળવાળો રસ્તો (રેમ્પ)
2,School Level Information,106,Availablity of Drinking Water,R,2,Availablity of Drinking Water - पीने का पानी उपलब्ध,Availablity of Drinking Water - પીવાનું પાણી ઉપલબ્ધ
2,School Level Information,107,Availability of Electricity,R,2,Availability of Electricity - बिजली उपलब्ध,Availability of Electricity - વીજળી ઉપલબ્ધ
3,Anganwadi Centre Information,108,Year of Operation of AWC,D,2,Year of Operation of AWC - आँगनवाड़ी केन्द्र के परिचालन का वर्ष,Year of Operation of AWC - આંગણવાડી શરૂ થયાનું વર્ષ
2,School Level Information,109,Availability of Science lab,R,2,Availability of Science lab - विज्ञान प्रयोगशाला उपलब्ध,Availability of Science lab - વિજ્ઞાન પ્રયોગશાળા ઉપલબ્ધ
2,School Level Information,110,School management commitee constituted,R,2,School management commitee constituted - स्कल-प्रबंधन समिति गठित,School management commitee constituted - શાળા વ્યવસ્થાપન સમિતિ (SMC) રચના કરવામાં આવેલ છે
3,Anganwadi Centre Information,111,Population catered to by AWC,T,2,Population catered to by AWC - आँगनवाड़ी केन्द्र द्वारा कवर की जा रह जनसंख्या,Population catered to by AWC - આંગણવાડી કેન્દ્રમાં આવતી વસ્તી
2,School Level Information,112,Numbers of meeting conducted this year,T,2,Numbers of meeting conducted this year - वर्ष में संचालित बैठकों की संख्या,Numbers of meeting conducted this year - આ વર્ષે થયેલી મીટિંગની સંખ્યા
3,Anganwadi Centre Information,113,Need for additional AWC,S,2,Need for additional AWC - अतिरिक्त आँगनवाड़ी केन्द्र की आवश्यकता,Need for additional AWC - વધારાના આંગણવાડી કેન્દ્રની જરૂર છે
3,Anganwadi Centre Information,114,Anganwadi worker AWW available,R,2,Anganwadi worker AWW available - आँगनवाड़ी कार्यकर्ता की उपलब्धता,Anganwadi worker AWW available - આંગણવાડી કાર્યકર (AWW) ઉપલબ્ધ
3,Anganwadi Centre Information,115,Month and year of joining in the area for AWW,D,2,Month and year of joining in the area for AWW - आँगनवाड़ी कार्यकर्ता द्वारा कार्यभार ग्रहण करने का माह एवं वर्ष,Month and year of joining in the area for AWW - આંગણવાડી કાર્યકર્તા તરીકે જોડાયાનો મહિનો અને વર્ષ
3,Anganwadi Centre Information,116,Whether AWW is from the same Panchayat or Ward,R,2,Whether AWW is from the same Panchayat or Ward - क्या आँगनवाड़ी कार्यकर्ता उसी पंचायत या वार्ड से है.,Whether AWW is from the same Panchayat or Ward - શું એ જ પંચાયત/ વોર્ડના (વિસ્તારના) છે?
3,Anganwadi Centre Information,117,Additional AWW cum Nutrition Counsellor available,R,2,Additional AWW cum Nutrition Counsellor available - अतिरिक्त आँगनवाड़ी कार्यकर्ता-सह-पोषण काउंसलर की उपलब्धता,Additional AWW cum Nutrition Counsellor available - વધારાના સહ પોષણ સલાહકાર ઉપલબ્ધ છે?
3,Anganwadi Centre Information,118,AW Helper available,R,2,AW Helper available - आँगनवाड़ी सहायिका की उपलब्धता,AW Helper available - આંગણવાડી મદદનીશ સહાયક ઉપલબ્ધ છે?
3,Anganwadi Centre Information,119,Boys (0-3 Years) enrolled,T,2,Boys (0-3 Years) enrolled - दर्ज लड़के (0-3 वर्ष),Boys (0-3 Years) enrolled - નોંધાયેલ છોકરાઓ (0-3 વર્ષ)  
3,Anganwadi Centre Information,120,Girls (0-3 Years) enrolled,T,2,Girls (0-3 Years) enrolled - दर्ज लड़कियाँ (0-3 वर्ष),Girls (0-3 Years) enrolled - નોંધાયેલ છોકરીઓ (0-3 વર્ષ)  
3,Anganwadi Centre Information,121,Total Children (0-3 years),T,2,Total Children (0-3 years) - 0-3 वर्ष आयु के कुल बच्चों की संख्या,Total Children (0-3 years) - કુલ બાળકો (0-3 વર્ષ)
3,Anganwadi Centre Information,122,Boys (3-6 Years) enrolled,T,2,Boys (3-6 Years) enrolled - दर्ज लड़के (3-6 वर्ष),Boys (3-6 Years) enrolled - નોંધાયેલ છોકરાઓ (3-6 વર્ષ)  
3,Anganwadi Centre Information,123,Girls (3-6 Years) enrolled,T,2,Girls (3-6 Years) enrolled - दर्ज लड़ियाँ (3-6 वर्ष),Girls (3-6 Years) enrolled - નોંધાયેલ છોકરીઓ (3-6 વર્ષ) 
3,Anganwadi Centre Information,124,Total children (3-6 Years) enrolled,T,2,Total children (3-6 Years) enrolled - 3-6 वर्ष आयु के कुल दर्ज बच्चों की संख्या,Total children (3-6 Years) enrolled - નોંધાયેલા કુલ બાળકો (3-6 વર્ષ)
3,Anganwadi Centre Information,125,Total adolescent girls (10-18 Years) enrolled,T,2,Total adolescent girls (11-18 Years) enrolled - कुल दर्ज किशोरी बालिकायें (11-18 वर्ष),Total adolescent girls (10-18 Years) enrolled - નોંધાયેલ કુલ કિશોરીઓ (10-18 વર્ષ)
3,Anganwadi Centre Information,126,Total number of pregnant women enrolled,T,2,Total number of pregnant women enrolled - कुल दर्ज गर्भवती महिलायें,Total number of pregnant women enrolled -  નોંધાયેલ ગર્ભવતી સ્ત્રીઓની કુલ સંખ્યા
3,Anganwadi Centre Information,127,Total number of lactating mothers enrolled,T,2,Total number of lactating mothers enrolled - कुल दर्ज धात्री मातायें,Total number of lactating mothers enrolled - નોંધાયેલ ધાત્રી માતાઓની કુલ સંખ્યા
3,Anganwadi Centre Information,128,Own Building available,R,2,Own Building available - खुद के भवन की उपलब्धता,Own Building available - પોતાનું મકાન ઉપલબ્ધ
3,Anganwadi Centre Information,129,Type of building,R,2,Type of building - भवन का प्रकार,Type of building - બિલ્ડિંગ નો પ્રકાર
3,Anganwadi Centre Information,130,Shed for cooking available,R,2,Shade for cooking available - भोजन पकाने के लिये उपलब्ध छत,Shade for cooking available - રસોઈ માટે શેડ (રસોડું) ઉપલબ્ધ
3,Anganwadi Centre Information,131,Whether drinking water available,R,2,Whether drinking water available - क्या पीने का पानी उपलब्ध है,Whether drinking water available - શું પીવાનું પાણી ઉપલબ્ધ છે?
3,Anganwadi Centre Information,132,Functional toilet available,R,2,Functional toilet available - कार्यशील शौचालय उपलब्ध,Functional toilet available - કાર્યરત શૌચાલય ઉપલબ્ધ
3,Anganwadi Centre Information,133,Water available in toilets,R,2,Water available in toilets - शौचालय में पानी की उपलब्धता,Water available in toilets - શૌચાલયમાં પાણી ઉપલબ્ધ
3,Anganwadi Centre Information,134,Pre-school Education Kits/ material available,R,2,Pre-school Education Kits/ material available - स्कूल-पूर्व शिक्षा किट/सामग्री की उपलब्धता,Pre-school Education Kits/ material available - પૂર્વશાળા (પ્રિસ્કુલ) શિક્ષણ કિટ્સ/ સામગ્રી ઉપલબ્ધ
3,Anganwadi Centre Information,135,Take Home Ration Available,R,2,Take Home Ration Available - टेक होम राशन की उपलब्धता,Take Home Ration Available - લાભાર્થીઓને વિતરણ કરવાનું અનાજ ઉપલબ્ધ
3,Anganwadi Centre Information,136,Cooked Food Available,R,2,Cooked Food Available - पके भोजन की उपलब्धता,Cooked Food Available - રાંધેલો ખોરાક મળે છે
3,Anganwadi Centre Information,137,Immunization service available,R,2,Immunization service available - टीकाकरण सेवाओं की उपलब्धता,Immunization service available - રસીકરણ સેવા ઉપલબ્ધ
3,Anganwadi Centre Information,138,Health check up service available,R,2,Health check up service available - स्वास्थ्य जाँच सेवाओं की उपलब्धता,Health check up service available - આરોગ્ય તપાસ સેવા ઉપલબ્ધ
3,Anganwadi Centre Information,139,Referral services available,R,2,Referral services available - रेफ़रल सेवाओं की उपलब्धता,Referral services available - રેફરલ સેવાઓ ઉપલબ્ધ
3,Anganwadi Centre Information,140,Nutrition & Health education service available,R,2,Nutrition & Health education service available - पोषण एवं स्वास्थ्य शिक्षा सेवाओं की उपलब्धता,Nutrition & Health education service available - પોષણ અને આરોગ્ય શિક્ષણ સેવા ઉપલબ્ધ
3,Anganwadi Centre Information,141,Counselling Services - Adolescent Girls available,R,2,Counselling Services - Adolescent Girls available - किशोरी बालिकाओं के लिये परामर्श सेवाओं की उपलब्धता,Counselling Services - Adolescent Girls available - પરામર્શ સેવાઓ - કિશોરીઓ માટે ઉપલબ્ધ
37,Child Annual Information,154,Name of Head of HouseHold,T,0,,Name of Head of HouseHold -ઘરના વડાનું નામ
37,Child Annual Information,155,Name of the Father,T,2,Name of the Father - पिता का नाम,Name of the Father - પિતાનું નામ
37,Child Annual Information,156,Age of Father,T,2,Age of Father - पिता की उम्र,Age of Father - પિતાની ઉંમર
37,Child Annual Information,157,Highest class passed - Father,S,2,Highest class passed - Father - पिता द्वारा उत्तीर्ण उच्चतम कक्षा,Highest class passed - Father - પિતાનો અભ્યાસ
37,Child Annual Information,158,Occupation of the father,S,2,Occupation of the father - पिता का व्यवसाय,Occupation of the father - પિતાનો વ્યવસાય
37,Child Annual Information,159,Name of Mother,T,2,Name of Mother - माता का नाम,Name of Mother - માતાનું નામ
37,Child Annual Information,160,Age of Mother,T,2,Age of Mother - माता की उम्र,Age of Mother - માતાની ઉંમર
37,Child Annual Information,161,Highest class passed - Mother,S,2,Highest class passed - Mother - माता द्वारा उत्तीर्ण उच्चतम कक्षा,Highest class passed - Mother - માતાનો અભ્યાસ
37,Child Annual Information,162,Occupation of the Mother,S,2,Occupation of the Mother - माता का व्यवसाय,Occupation of the Mother - માતાનો વ્યવસાય
37,Child Annual Information,163,Orphaned /Single parent,R,2,Orphaned /Single parent - अनाथ/एकल माता-पिता,Orphaned /Single parent - અનાથ / એકલા મા કે બાપ
37,Child Annual Information,164,Name of Guardian,T,2,Name of Guardian - अभिभावक का नाम,Name of Guardian - પાલક વાલીનું નામ
37,Child Annual Information,165,Caste of Child,S,2,Caste of Child - बच्चे की जाति,Caste of Child - બાળકની જ્ઞાતિ
37,Child Annual Information,166,Religion of Child,S,2,Religion of Child - बच्चे का धर्म,Religion of Child - બાળકનો ધર્મ
37,Child Annual Information,167,Sex of Child,R,0,,Sex of Child - બાળકની જાતિ (સેક્સ)
37,Child Annual Information,168,Birth registration of child done?,R,2,Birth registration of child done? - बच्चे का जन्म पंजीयन,Birth registration of child done? - બાળકની જન્મ નોંધણી કરેલ છે
37,Child Annual Information,169,Date of  birth of the child,D,0,Date of birth of the child - बच्चे की जन्म-तिथि,Date of  birth of the child - બાળકની જન્મ તારીખ
37,Child Annual Information,170,Place of Delivery,S,2,Place of Delivery - प्रसव का स्थान,Place of Delivery - સુવાવડનું સ્થળ
37,Child Annual Information,171,Weight at birth (in kgs),T,2,Weight at birth (in kgs) - जनम के समय वज़न,Weight at birth (in kgs) - જન્મ સમયે વજન (કિલોમાં)
37,Child Annual Information,172,Weight of child communicated to the mother after delivery,R,2,Weight of child communicated to the mother after delivery - क्या प्रसव के बाद माता को बच्चे का वज़न बताया गया था,Weight of child communicated to the mother after delivery - પ્રસૂતિ પછી માતાને બાળકનું વજન જણાવ્યું હતું
37,Child Annual Information,173,Age of child(in years),T,0,,Age of child(in years) - બાળકની ઉંમર (વર્ષોમાં)
37,Child Annual Information,174,Age of child as of today(months),T,0,Age of child as of today(months) - बच्चे की आयु आज की तारीख में (माह में),Age of child as of today(months) - આજે બાળકની ઉંમર(મહિના)
37,Child Annual Information,175,Residential status,S,2,Residential status - निवास की स्थिति,Residential status - નિવાસી સ્થિતિ
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,Month of in-migration or out-migration - माह जिसमें इस जगह प्रवासित हो कर आये या यहाँ से बाहर गये,Month of in-migration or out-migration - અહીં સ્થળાંતર અથવા બહાર સ્થળાંતર મહિનો
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,Whether enrolled in Anganwadi - क्या आँगनवाड़ी में नामांकित है,Whether enrolled in Anganwadi - શું આંગણવાડીમા  પ્રવેશ લીધેલ  છે
37,Child Annual Information,178,Anganwadi Name,T,2,"Anganwadi ID (if available) - यदि हाँ, आँगनवाड़ी का आई डी",Anganwadi Name - આંગણવાડીનું નામ
37,Child Annual Information,179,Whether child getting ECE?,R,2,Whether child getting ECE? - क्या बच्चे को प्रारंभिक बाल शिक्षा मिल रही है,Whether child getting ECE? - શું બાળક પ્રારંભિક બાળપણ શિક્ષણ મેળવે છે
37,Child Annual Information,180,Is the child Challenged?,R,2,Is the child Challenged? - क्या बच्चा अशक्त है,Is the child Challenged? - શું બાળક ને કોઈ શારીરિક કે માનસિક કમજોરી છે?
37,Child Annual Information,181,Is the child Chronically ill?,R,2,Is the child Chronically ill? - क्या बच्चा लम्बी बीमारी से ग्रस्त है,Is the child Chronically ill? - શું બાળક લાંબા સમયથી બીમાર છે?
37,Child Annual Information,182,Is the child Terminally ill?,R,2,Is the child Terminally ill? - क्या बच्चा मरणासन्न है,Is the child Terminally ill? - શું બાળકને જીવલેણ રોગ છે?
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,Is the child Engagged/Married? - क्या बच्चे की सगाई/शादी हो चुकी है,Is the child Engagged/Married? - શું બાળકની સગાઇ કે લગન થયેલ છે?
37,Child Annual Information,184,Current Location of child,S,2,Current Location of child - वर्तमान में बच्चा कहाँ है,Current Location of child - હાલમાં બાળક ક્યાં છે?
37,Child Annual Information,185,Others Specify,T,2,Others Specify - स्पष्ट करें,Others Specify - અન્ય સ્પષ્ટ કરો
1,Health Centre Survey,192,Type of Health Centre,S,2,Type of Health Center  - स्वास्थ्य केन्द्र का प्रकार,Type of Health Centre - આરોગ્ય કેન્દ્રનો પ્રકાર
1,Health Centre Survey,193,Specify the Urban Health Unit,T,2,Specify the Urban Health Unit - शहरी स्वास्थ्य इकाई का स्पष्ट उल्लेख करें,Specify the Urban Health Unit - શહેરી આરોગ્ય એકમનો ઉલ્લેખ કરો
1,Health Centre Survey,194,Incubator Available,R,2,Incubator Available - इन्क्यूबेटर (समय-पूर्व जन्मे शिशु की रक्षा का यंत्र) उपलब्ध,Incubator Available - ઇન્ક્યુબેટર ઉપલબ્ધ
1,Health Centre Survey,195,New Born Corner Centre available,R,2,New Born Corner Centre available -  न्यू बॉर्न (नवजात) कॉर्नर सेन्टर उपलब्ध,New Born Corner Centre available - નવજાત કોર્નર સેંટર (NBCC) ઉપલબ્ધ
1,Health Centre Survey,196,Sick Born Centre available,R,2,Sick Born Centre available -  सिक (बीमार) न्यू बॉर्न (नवजात) कॉर्नर सेन्टर (एस. एन. सी. यू.) उपलब्ध,Sick Born Centre available - બીમાર નવજાત કોર્નર સેંટર (SNCU) ઉપલબ્ધ
1,Health Centre Survey,197,Functional NRC MTC available,R,2,Functional NRC MTC available - कार्यशील पोषण पुनर्वास केन्द्र (एन.आर.सी.)/एम.टी.सी. उपलब्ध,Functional NRC MTC available - કાર્યરત NRC/MTC ઉપલબ્ધ
1,Health Centre Survey,198,Medical Officer available,R,2,Medical Officer available -  चिकित्सा अधिकारी उपलब्ध,Medical Officer available - તબીબી અધિકારી ઉપલબ્ધ
1,Health Centre Survey,199,DataEntryOperator available,R,2,DataEntryOperator available - DataEntryOperator available -  डेटा एन्ट्री ऑपरेटर उपलब्ध,DataEntryOperator available - ડેટા એન્ટ્રી ઓપરેટર ઉપલબ્ધ
1,Health Centre Survey,200,Pharmacist available,R,2,Pharmacist available - फ़ार्मासिस्ट उपलब्ध,Pharmacist available - ફાર્માસિસ્ટ ઉપલબ્ધ
1,Health Centre Survey,201,Staff Nurse available,R,2,Staff Nurse available - स्टाफ़ नर्स उपलब्ध,Staff Nurse available - સ્ટાફ નર્સ ઉપલબ્ધ
1,Health Centre Survey,202,Ambulance Service available,R,2,Ambulance Service available -  एम्बुलेन्स सेवा उपलब्ध,Ambulance Service available - એમ્બ્યુલન્સ સેવાઓ ઉપલબ્ધ
1,Health Centre Survey,203,Blood Storage unit available,R,2,Blood Storage unit available - रक्त भंडार इकाई उपलब्ध,Blood Storage unit available - રક્ત સંગ્રહ એકમ ઉપલબ્ધ
1,Health Centre Survey,204,Laboratory technician available,R,2,Laboratory technician available -  लैब टेक्नीशियन उपलब्ध,Laboratory technician available - લેબોરેટરી ટેકનિશિયન ઉપલબ્ધ
1,Health Centre Survey,205,Gynaecologist available,R,2,Gynaecologist available -  स्त्रीरोग विशेषज्ञ उपलब्ध,Gynaecologist available - સ્ત્રીરોગ નિષ્ણાંત ઉપલબ્ધ
1,Health Centre Survey,206,Paediatrician available,R,2,Paediatrician available -  शिशुरोग विशेषज्ञ उपलब्ध,Paediatrician available - બાળ રોગના નિષ્ણાંત ઉપલબ્ધ
1,Health Centre Survey,207,Anaesthetic available,R,2,Anaesthetic available - निश्चेतना विशेषज्ञ उपलब्ध,Anaesthetic available - એનેસ્થેટિક(બેભાન) નિષ્ણાંત  ઉપલબ્ધ
1,Health Centre Survey,208,ANM available,R,2,ANM available - ए.एन.एम. उपलब्ध,ANM available - ANM નર્સ ઉપલબ્ધ
1,Health Centre Survey,209,Female Health Worker available,R,2,Female Health Worker available -  महिला स्वास्थ्य कार्यकर्ता उपलब्ध,Female Health Worker available - સ્ત્રી આરોગ્ય કાર્યકર ઉપલબ્ધ
1,Health Centre Survey,210,Building Own or Rented,R,2,Building Own or Rented - भवन स्वयं का या किराये का,Building Own or Rented - મકાન પોતાનું કે ભાડાનું
1,Health Centre Survey,211,Operating since,D,2,Operating since - कब से क्रियाशील,Operating since ક્યારથી કાર્યરત
1,Health Centre Survey,212,Location,T,0,,Location - સ્થાન(જગ્યા)
1,Health Centre Survey,213,Village / Ward,T,0,,Village / Ward - ગામ / વોર્ડ
1,Health Centre Survey,214,Hamlet/Para/Mohalla,T,0,,Hamlet/Para/Mohalla વાસ / વાંઢ / ચાલી / ફળિયું /  મોહલ્લા
1,Health Centre Survey,215,Rural/Urban,R,0,,Rural/Urban ગ્રામીણ / શહેરી
1,Health Centre Survey,216,Coverage Population,T,2,Coverage Population - जनसंख्या का दायरा,Coverage Population આવરી લેવાયેલ વસતી
