Form Id,Form Name,id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Hindi,Marathi,,,
3,Anganwadi Centre Information,116,Whether AWW is from the same Panchayat or Ward,R,2,121,Yes,2,Yes - हाँ,Yes - होय,,,
3,Anganwadi Centre Information,116,Whether AWW is from the same Panchayat or Ward,R,2,122,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,117,Additional AWW cum Nutrition Counsellor available,R,2,123,Yes,2,Yes - हाँ,Yes - होय,,,
3,Anganwadi Centre Information,117,Additional AWW cum Nutrition Counsellor available,R,2,124,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,118,AW Helper available,R,2,125,Yes,2,Yes - हाँ,Yes - होय,,,
3,Anganwadi Centre Information,118,AW Helper available,R,2,126,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,128,Own Building available,R,2,127,Yes,2,Yes - हाँ,Yes - होय,,,
3,Anganwadi Centre Information,128,Own Building available,R,2,128,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,129,Type of building,R,2,129,Pucca,2,Pucca - पक्का,Pucca - पक्का,,,
3,Anganwadi Centre Information,129,Type of building,R,2,130,Semi Pucca,2,Semi Pucca - आधा पक्का,Semi Pucca - सेमी पुक्का,,,
3,Anganwadi Centre Information,129,Type of building,R,2,131,Kutchha,2,Kutchha - कच्चा,Kutchha - कच्चा,,,
3,Anganwadi Centre Information,130,Shed for cooking available,R,2,132,Yes,2,Yes - हाँ,Yes - होय,,,
3,Anganwadi Centre Information,130,Shed for cooking available,R,2,133,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,131,Whether drinking water available,R,2,134,Within the premises/ adjoining the premises,2,Within the premises/ adjoining the premises - अहाते के भीतर/साथ लगा हुआ,Within the premises/ adjoining the premises - परिसर / परिसर परिसर आत,,,
3,Anganwadi Centre Information,131,Whether drinking water available,R,2,135,At a distance from the premises,2,At a distance from the premises -  अहाते से दूरी पर,"At a distance from the premises - 
परिसर पासून दूर",,,
3,Anganwadi Centre Information,132,Functional toilet available,R,2,136,Yes,2,Yes - हाँ,Yes - होय,,,
3,Anganwadi Centre Information,132,Functional toilet available,R,2,137,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,133,Water available in toilets,R,2,138,Yes,2,Yes - हाँ,Yes - होय,,,
3,Anganwadi Centre Information,133,Water available in toilets,R,2,139,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,134,Pre-school Education Kits/ material available,R,2,140,Yes,2,Yes - हाँ,Yes - होय,,,
3,Anganwadi Centre Information,134,Pre-school Education Kits/ material available,R,2,141,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,135,Take Home Ration Available,R,2,142,"Yes,  available and irregular",2,"Yes, available and irregular -  हाँ, उपलब्थ लेकिन अनियमित ","Yes,  available and irregular - होय, उपलब्ध आणि अनियमित",,,
3,Anganwadi Centre Information,135,Take Home Ration Available,R,2,143,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,136,Cooked Food Available,R,2,144,"Yes,  available and irregular",2,"Yes, available and irregular -  हाँ, उपलब्थ लेकिन अनियमित ","Yes,  available and irregular - होय, उपलब्ध आणि अनियमित",,,
3,Anganwadi Centre Information,136,Cooked Food Available,R,2,145,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,137,Immunization service available,R,2,146,"Yes,  available and irregular",2,"Yes, available and irregular -  हाँ, उपलब्थ लेकिन अनियमित ","Yes,  available and irregular - होय, उपलब्ध आणि अनियमित",,,
3,Anganwadi Centre Information,137,Immunization service available,R,2,147,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,138,Health check up service available,R,2,148,"Yes,  available and irregular",2,"Yes, available and irregular -  हाँ, उपलब्थ लेकिन अनियमित ","Yes,  available and irregular - होय, उपलब्ध आणि अनियमित",,,
3,Anganwadi Centre Information,138,Health check up service available,R,2,149,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,139,Referral services available,R,2,150,"Yes,  available and irregular",2,"Yes, available and irregular -  हाँ, उपलब्थ लेकिन अनियमित ","Yes,  available and irregular - होय, उपलब्ध आणि अनियमित",,,
3,Anganwadi Centre Information,139,Referral services available,R,2,151,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,140,Nutrition & Health education service available,R,2,152,"Yes,  available and irregular",2,"Yes, available and irregular -  हाँ, उपलब्थ लेकिन अनियमित ","Yes,  available and irregular - होय, उपलब्ध आणि अनियमित",,,
3,Anganwadi Centre Information,140,Nutrition & Health education service available,R,2,153,No,2,No - नहीं,No - नाही,,,
3,Anganwadi Centre Information,141,Counselling Services - Adolescent Girls available,R,2,154,"Yes,  available and irregular",2,"Yes, available and irregular - हाँ, उपलब्थ लेकिन अनियमित ","Yes,  available and irregular - होय, उपलब्ध आणि अनियमित",,,
3,Anganwadi Centre Information,141,Counselling Services - Adolescent Girls available,R,2,155,No,2,No - नहीं,No - नाही,,,
2,School Level Information,92,Mid Day meal cooked by,S,2,158,Outside the School premises and by the school,2,Outside the School premises and by the school -  स्कूल के द्वारा एवं स्कूल परिसर के बाहर,"Outside the School premises and by the school - 
शाळेच्या आवारात आणि शाळेच्या बाहेर",,,
37,Child Annual Information,154,Name of Head of HouseHold,T,0,172,,2,,,,,
37,Child Annual Information,155,Name of the Father,T,2,173,NULL,2,,,,,
37,Child Annual Information,156,Age of Father,T,2,174,NULL,2,,,,,
37,Child Annual Information,158,Occupation of the father,S,2,176,Unemployed,2,Unemployed - बेरोज़गार,Unemployed- बेरोजगार,,,
37,Child Annual Information,158,Occupation of the father,S,2,177,Agricultural labour,2,Agricultural labour - खेतिहर मज़दूर,Agricultural labour - कृषी श्रम,,,
37,Child Annual Information,159,Name of Mother,T,2,178,NULL,2,,,,,
37,Child Annual Information,160,Age of Mother,T,2,179,NULL,2,,,,,
37,Child Annual Information,162,Occupation of the Mother,S,2,181,Unemployed,2,Unemployed - बेरोज़गार,Unemployed- बेरोजगार,,,
37,Child Annual Information,162,Occupation of the Mother,S,2,182,Agricultural labour,2,Agricultural labour - खेतिहर मज़दूर,Agricultural labour - कृषी श्रम,,,
37,Child Annual Information,162,Occupation of the Mother,S,2,183,Casual labour and other labour,2,Casual labour and other labour - आकस्मिक मज़दूरी एवं अन्य मज़दूरी कार्य,Casual labour and other labour - प्रासंगिक श्रम आणि इतर श्रम,,,
37,Child Annual Information,163,Orphaned /Single parent,R,2,184,No,2,No - नहीं,No - नाही,,,
37,Child Annual Information,163,Orphaned /Single parent,R,2,185,"Yes, father-Dead OR missing OR Deserted OR in Jail",2,"Yes, father-Dead OR missing OR Deserted OR in Jail - हाँ, पिता मृत या गुमशुदा या परित्यक्त या जेल में ","Yes, father-Dead OR missing OR Deserted OR in Jail - होय, वडील-मृत किंवा गहाळ किंवा वाळवंटात किंवा तुरुंगात",,,
37,Child Annual Information,164,Name of Guardian,T,2,186,NULL,2,,,,,
37,Child Annual Information,165,Caste of Child,S,2,187,SC,2,SC - अ.जा.,SC - एससी,,,
37,Child Annual Information,165,Caste of Child,S,2,188,ST,2,ST - अ.ज.जा.,ST - एसटी,,,
37,Child Annual Information,165,Caste of Child,S,2,189,OBC/BC/ EBC (All backward caste),2,OBC/BC/ EBC (All backward caste) - अ.पि.व./ पि.व./सभी पिछड़ा वर्ग,OBC/BC/ EBC (All backward caste) - ओबीसी / बीसी / ईबीसी (सर्व मागास जाती),,,
37,Child Annual Information,165,Caste of Child,S,2,190,Don't know,2,Don't know - नहीं जानते,Don't know - माहित नाही,,,
37,Child Annual Information,165,Caste of Child,S,2,191,General,2,General - सामान्य/अन्य,General - सामान्य,,,
37,Child Annual Information,166,Religion of Child,S,2,192,Hindu,2,Hindu - हिन्दू,Hindu - हिंदू,,,
37,Child Annual Information,166,Religion of Child,S,2,193,Christian,2,Christian - ईसाई,Christian - ख्रिश्चन,,,
37,Child Annual Information,166,Religion of Child,S,2,194,Muslim,2,Muslim - मुस्लिम,Muslim - मुसलमान,,,
37,Child Annual Information,166,Religion of Child,S,2,195,Others,2,Others - अन्य,Others - इतर,,,
37,Child Annual Information,167,Sex of Child,R,0,196,Male,2,,Male - नर,,,
37,Child Annual Information,167,Sex of Child,R,0,197,Female,2,,"Female - स्त्री
",,,
37,Child Annual Information,168,Birth registration of child done?,R,2,198,Yes,2,Yes - हाँ,Yes - होय,,,
37,Child Annual Information,168,Birth registration of child done?,R,2,199,No,2,No - नहीं,No - नाही,,,
37,Child Annual Information,169,Date of  birth of the child,D,0,200,NULL,2,,,,,
37,Child Annual Information,170,Place of Delivery,S,2,201,,0,,,,,
37,Child Annual Information,171,Weight at birth (in kgs),T,2,202,NULL,2,,,,,
37,Child Annual Information,172,Weight of child communicated to the mother after delivery,R,2,203,No,2,No - नहीं,No - नाही,,,
37,Child Annual Information,173,Age of child(in years),T,0,204,,2,,,,,
37,Child Annual Information,174,Age of child as of today(months),T,0,205,NULL,2,,,,,
37,Child Annual Information,175,Residential status,S,2,206,From this village only and stays in the village,2,From this village only and stays in the village -  इसी गांव से है और गांव में ही रहता है,From this village only and stays in the village - या गावातून फक्त गावातच राहतो,,,
37,Child Annual Information,175,Residential status,S,2,207,From other village and shifted to this location,2,From other village and shifted to this location - दूसरे गांव का है और यहां आया है,From other village and shifted to this location - इतर गावातून आणि या स्थानावर हलविले,,,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,208,January,2,January - जनवरी,January - जानेवारी,,,
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,209,Yes,2,Yes - हाँ,Yes - होय,,,
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,210,No,2,No - नहीं,No - नाही,,,
37,Child Annual Information,178,Anganwadi Name,T,2,211,NULL,2,,,,,
37,Child Annual Information,179,Whether child getting ECE?,R,2,212,"Not getting, Service not available",2,"Not getting, Service not available -  सेवा नहीं मिल रही, सेवा उपलब्ध नहीं है ","Not getting, Service not available - मिळत नाही, सेवा उपलब्ध नाही",,,
37,Child Annual Information,179,Whether child getting ECE?,R,2,213,Availing  from AWC (Aganwadi),2,Availing from AWC (Aganwadi) - आँगनवाड़ी केन्द्र से सेवा ले रहे हैं,Availing  from AWC (Aganwadi) - एडब्ल्यूसी (आंगणवाडी) कडून मिळणारे,,,
37,Child Annual Information,180,Is the child Challenged?,R,2,214,No,2,No - नहीं,No - नाही,,,
37,Child Annual Information,180,Is the child Challenged?,R,2,215,Yes physically challenged,2,"Yes physically challenged - हाँ, शारीरिक अशक्तता ",Yes physically challenged- होय शारीरिकरित्या आव्हान,,,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,216,Yes,2,Yes - हाँ,Yes - होय,,,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,217,No,2,No - नहीं,No - नाही,,,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,218,Yes,2,Yes - हाँ,Yes - होय,,,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,219,No,2,No - नहीं,No - नाही,,,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,220,No,2,No - नहीं,No - नाही,,,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,221,Live in relationship,2,Live in relationship - साथ रहते हैं (लिव-इन-रिलेशनशिप),"Live in relationship - संबंध राहतात
",,,
37,Child Annual Information,184,Current Location of child,S,2,222,At Home,2,At Home - घर पर है,At Home - घरी,,,
37,Child Annual Information,185,Others Specify,T,2,223,NULL,2,,,,,
1,Health Centre Survey,192,Type of Health Centre,S,2,233,Sub Health Centre,2,Sub Health Centre - एस.एच.सी. - उप स्वास्थ्य केन्द्र (सब सेन्टर),Sub Health Centre - उप आरोग्य केंद्र,,,
1,Health Centre Survey,192,Type of Health Centre,S,2,234,Primary Health Centre,2,पी. एच. सी. - प्राथमिक स्वास्थ्य केन्द्र,Primary Health Centre - प्राथमिक आरोग्य केंद्र,,,
1,Health Centre Survey,192,Type of Health Centre,S,2,235,Community Health Centre,2,Community Health Centre -सामुदायिक स्वास्थ्य केंद्र,Community Health Centre - सामुदायिक आरोग्य केंद्र,,,
1,Health Centre Survey,192,Type of Health Centre,S,2,236,Urban Health Unit,2,Urban Health Unit - शहरी स्वास्थ्य इकाइयाँ,Urban Health Unit - शहरी आरोग्य युनिट,,,
1,Health Centre Survey,192,Type of Health Centre,S,2,237,Health units in Tea Estates \ Plantations,2,Health units in Tea Estates \ Plantations - चाय संपदा/बागानों में स्वास्थ्य इकाइयाँ,Health units in Tea Estates \ Plantations - टी एस्टेट्स / प्लांटेशन्स मधील आरोग्य एकक,,,
1,Health Centre Survey,193,Specify the Urban Health Unit,T,2,238,NULL,2,,,,,
1,Health Centre Survey,194,Incubator Available,R,2,239,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,194,Incubator Available,R,2,240,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,195,New Born Corner Centre available,R,2,241,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,195,New Born Corner Centre available,R,2,242,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,196,Sick Born Centre available,R,2,243,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,196,Sick Born Centre available,R,2,244,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,197,Functional NRC MTC available,R,2,245,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,197,Functional NRC MTC available,R,2,246,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,200,Pharmacist available,R,2,251,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,200,Pharmacist available,R,2,252,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,201,Staff Nurse available,R,2,253,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,201,Staff Nurse available,R,2,254,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,202,Ambulance Service available,R,2,255,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,202,Ambulance Service available,R,2,256,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,203,Blood Storage unit available,R,2,257,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,203,Blood Storage unit available,R,2,258,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,208,ANM available,R,2,267,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,208,ANM available,R,2,268,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,209,Female Health Worker available,R,2,269,Yes,2,Yes -हाँ,Yes - होय,,,
1,Health Centre Survey,209,Female Health Worker available,R,2,270,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,210,Building Own or Rented,R,2,271,Own,2,Own - स्वयं का,Own - स्वतः,,,
1,Health Centre Survey,210,Building Own or Rented,R,2,272,Rented,2,Rented - किराये का,Rented - भाड्याने दिले,,,
1,Health Centre Survey,211,Operating since,D,2,273,NULL,2,,,,,
1,Health Centre Survey,212,Location,T,0,274,,2,,,,,
1,Health Centre Survey,213,Village / Ward,T,0,275,,2,,,,,
1,Health Centre Survey,214,Hamlet/Para/Mohalla,T,0,276,,2,,,,,
1,Health Centre Survey,215,Rural/Urban,R,0,277,Rural,2,,Rural - ग्रामीण,,,
1,Health Centre Survey,215,Rural/Urban,R,0,278,Urban,2,,Urban - शहरी,,,
1,Health Centre Survey,216,Coverage Population,T,2,279,NULL,2,,,,,
1,Health Centre Survey,217,Whether delivery conducted?,S,2,280,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,217,Whether delivery conducted?,S,2,281,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,218,Designated class for delivery and referal,S,2,282,L1,2,L1,L1 - एल १,,,
1,Health Centre Survey,218,Designated class for delivery and referal,S,2,283,L2,2,L2,L2 - एल २,,,
1,Health Centre Survey,218,Designated class for delivery and referal,S,2,284,L3,2,L3,L3 - एल ३,,,
1,Health Centre Survey,219,Whether list of medicines available at the centre is publicly displayed outside,S,2,285,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,219,Whether list of medicines available at the centre is publicly displayed outside,S,2,286,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,220,Examination table available,R,2,287,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,220,Examination table available,R,2,288,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,222,Delivery table,R,2,291,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,222,Delivery table,R,2,292,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,223,Weighing machine for children available,R,2,293,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,223,Weighing machine for children available,R,2,294,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,224,Weighing machine for adults available?,R,2,295,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,224,Weighing machine for adults available?,R,2,296,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,225,Container for waste disposal available?,R,2,297,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,225,Container for waste disposal available?,R,2,298,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,226,Sterilisation machine available for disinfecting equipments?,R,2,299,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,226,Sterilisation machine available for disinfecting equipments?,R,2,300,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,227,Urine testing facility available?,R,2,301,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,227,Urine testing facility available?,R,2,302,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,228,Functional BP testing apparatus available?,R,2,303,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,228,Functional BP testing apparatus available?,R,2,304,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,229,Vaccine storage facility available,R,2,305,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,229,Vaccine storage facility available,R,2,306,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,199,DataEntryOperator available,R,2,307,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,199,DataEntryOperator available,R,2,308,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,206,Paediatrician available,R,2,309,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,206,Paediatrician available,R,2,310,No,2,No - नहीं,No - नाही,,,
1,Health Centre Survey,221,Screen/separate room/separate place for examination available,R,2,311,Yes,2,Yes - हाँ,Yes - होय,,,
1,Health Centre Survey,221,Screen/separate room/separate place for examination available,R,2,312,No,2,No - नहीं,No - नाही,,,
47,Growth Monitoring,230,Name of head of HouseHold,T,0,313,,2,,,,,
47,Growth Monitoring,231,Name of Father,T,0,314,NULL,2,,,,,
47,Growth Monitoring,232,Name of Mother,T,0,315,NULL,2,,,,,
47,Growth Monitoring,233,Data Collection Date,D,2,316,,2,,,,,
47,Growth Monitoring,234,Date of Birth,D,0,317,NULL,2,,,,,
47,Growth Monitoring,235,Sex Of Child,R,0,318,Male,2,,Male - नर,,,
47,Growth Monitoring,235,Sex Of Child,R,0,319,Female,2,,"Female - स्त्री
",,,
47,Growth Monitoring,236,Weight (in kgs),T,2,320,NULL,2,,,,,
47,Growth Monitoring,237,Height (in cms),T,2,321,NULL,2,,,,,
47,Growth Monitoring,239,Growth monitoring chart updated,S,2,323,Yes,2,Yes - हाँ,Yes - होय,,,
47,Growth Monitoring,239,Growth monitoring chart updated,S,2,324,No,2,No - नहीं,No - नाही,,,
47,Growth Monitoring,240,Referal,S,2,325,"Yes, to NRC",2,"Yes, to NRC - एन आर सी      ","Yes, to NRC - होय, एनआरसीला",,,
47,Growth Monitoring,240,Referal,S,2,326,No,2,No - नहीं,No - नाही,,,
47,Growth Monitoring,241,If Yes,R,0,327,NRC,2,,NRC - एनआरसी,,,
47,Growth Monitoring,241,If Yes,R,0,328,MTC,2,,MTC - एमटीसी,,,
47,Growth Monitoring,241,If Yes,R,0,329,Hospital,2,,Hospital - रुग्णालय - हॉस्पिटल,,,
47,Growth Monitoring,241,If Yes,R,0,330,Not Applicable,2,,Not Applicable - लागू नाही,,,
47,Growth Monitoring,242,Whether referal service availed,S,2,331,Yes,2,Yes -  हाँ,Yes - होय,,,
47,Growth Monitoring,242,Whether referal service availed,S,2,332,No,2,No - नहीं,No - नाही,,,
