ID,Code
192,"{""10"": ""आरोग्य केंद्राचा प्रकार ""}"
192,"{""10"": ""आरोग्य केंद्राचा प्रकार ""}"
194,"{""10"": ""इनक्युबेटर उपलब्ध   ""}"
194,"{""10"": ""इनक्युबेटर उपलब्ध   ""}"
195,"{""10"": ""नवजात कॉर्नर केंद्र उपलब्ध ""}"
195,"{""10"": ""नवजात कॉर्नर केंद्र उपलब्ध ""}"
196,"{""10"": ""आजारी नवजात कॉर्नर केंद्र उपलब्ध ""}"
196,"{""10"": ""आजारी नवजात कॉर्नर केंद्र उपलब्ध ""}"
197,"{""10"": ""चालू स्थितीमध्ये पोषण पुनर्वसनकेंद्र ""}"
197,"{""10"": ""चालू स्थितीमध्ये पोषण पुनर्वसनकेंद्र ""}"
199,"{""10"": ""डाटा एन्ट्री ऑपरेटर उपलब्ध ""}"
199,"{""10"": ""डाटा एन्ट्री ऑपरेटर उपलब्ध ""}"
200,"{""10"": ""औषध विक्रेता उपलब्ध ""}"
200,"{""10"": ""औषध विक्रेता उपलब्ध ""}"
201,"{""10"": ""नर्स कर्मचारी उपलब्ध ""}"
201,"{""10"": ""नर्स कर्मचारी उपलब्ध ""}"
202,"{""10"": ""रुग्णवाहिका सुविधा उपलब्ध ""}"
202,"{""10"": ""रुग्णवाहिका सुविधा उपलब्ध ""}"
203,"{""10"": ""रक्त साठा युनिट उपलब्ध ""}"
203,"{""10"": ""रक्त साठा युनिट उपलब्ध ""}"
206,"{""10"": ""बालरोग तज्ञ उपलब्ध ""}"
206,"{""10"": ""बालरोग तज्ञ उपलब्ध ""}"
208,"{""10"": ""नर्स उपलब्ध  ""}"
208,"{""10"": ""नर्स उपलब्ध  ""}"
209,"{""10"": ""महिला आरोग्य सेविका उपलब्ध  ""}"
209,"{""10"": ""महिला आरोग्य सेविका उपलब्ध  ""}"
210,"{""10"": ""इमारत स्वतःची की भाड्याने ""}"
210,"{""10"": ""इमारत स्वतःची की भाड्याने ""}"
217,"{""10"": ""बाळंतपण केले जाते का ""}"
217,"{""10"": ""बाळंतपण केले जाते का ""}"
218,"{""10"": ""प्रसूती आणि संदर्भ संभांडात आरोग्य सुविधेचा वर्ग ""}"
218,"{""10"": ""प्रसूती आणि संदर्भ संभांडात आरोग्य सुविधेचा वर्ग ""}"
218,"{""10"": ""प्रसूती आणि संदर्भ संभांडात आरोग्य सुविधेचा वर्ग ""}"
219,"{""10"": ""आरोग्य केंद्रात उपलब्ध असलेली औषधांची यादी सार्वजनिकरित्या बाहेर प्रदर्शित केली आहे की नाही ""}"
219,"{""10"": ""आरोग्य केंद्रात उपलब्ध असलेली औषधांची यादी सार्वजनिकरित्या बाहेर प्रदर्शित केली आहे की नाही ""}"
220,"{""10"": ""तपासणी टेबल उपलब्ध आहे का ""}"
220,"{""10"": ""तपासणी टेबल उपलब्ध आहे का ""}"
221,"{""10"": ""तपासणीसाठी स्क्रीन / स्वतंत्र खोली / स्वतंत्र जागा उपलब्ध आहे का ""}"
221,"{""10"": ""तपासणीसाठी स्क्रीन / स्वतंत्र खोली / स्वतंत्र जागा उपलब्ध आहे का ""}"
222,"{""10"": ""बाळंतपणासाठी टेबल उपलब्ध आहे का ""}"
222,"{""10"": ""बाळंतपणासाठी टेबल उपलब्ध आहे का ""}"
223,"{""10"": ""बालकांसाठी वजन काटा उपलब्ध आहे का ""}"
223,"{""10"": ""बालकांसाठी वजन काटा उपलब्ध आहे का ""}"
224,"{""10"": ""प्रौढांसाठी वजन काटा उपलब्ध आहे का ""}"
224,"{""10"": ""प्रौढांसाठी वजन काटा उपलब्ध आहे का ""}"
225,"{""10"": ""कचरा विल्हेवाट पेटी उपलब्ध आहे का ?""}"
225,"{""10"": ""कचरा विल्हेवाट पेटी उपलब्ध आहे का ?""}"
226,"{""10"": ""उपकरणांचे निर्जंतुकीकरण करण्यासाठी मशीन उपलब्ध आहे का ""}"
226,"{""10"": ""उपकरणांचे निर्जंतुकीकरण करण्यासाठी मशीन उपलब्ध आहे का ""}"
227,"{""10"": ""लघवी तपासणी सुविधा उपलब्ध आहे का ""}"
227,"{""10"": ""लघवी तपासणी सुविधा उपलब्ध आहे का ""}"
228,"{""10"": ""बीपी तपासण्याचे उपकरण चालू स्थितीमध्ये उपलब्ध आहे का ""}"
228,"{""10"": ""बीपी तपासण्याचे उपकरण चालू स्थितीमध्ये उपलब्ध आहे का ""}"
229,"{""10"": ""लस संग्रह सुविधा उपलब्ध आहे का ""}"
229,"{""10"": ""लस संग्रह सुविधा उपलब्ध आहे का ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
559,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
560,"{""10"": ""पतीचा व्यवसाय  ""}"
560,"{""10"": ""पतीचा व्यवसाय  ""}"
560,"{""10"": ""पतीचा व्यवसाय  ""}"
560,"{""10"": ""पतीचा व्यवसाय  ""}"
560,"{""10"": ""पतीचा व्यवसाय  ""}"
560,"{""10"": ""पतीचा व्यवसाय  ""}"
560,"{""10"": ""पतीचा व्यवसाय  ""}"
560,"{""10"": ""पतीचा व्यवसाय  ""}"
560,"{""10"": ""पतीचा व्यवसाय  ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
561,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
562,"{""10"": ""निवासाची स्थिती ""}"
562,"{""10"": ""निवासाची स्थिती ""}"
562,"{""10"": ""निवासाची स्थिती ""}"
562,"{""10"": ""निवासाची स्थिती ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
563,"{""10"": ""गावात किंवा गावाबाहेर स्थालांतरण  होण्याचा महिना ""}"
567,"{""10"": ""प्रसूती पश्चात सेवा २४ तासाच्या आत मिळाली ""}"
567,"{""10"": ""प्रसूती पश्चात सेवा २४ तासाच्या आत मिळाली ""}"
568,"{""10"": ""पहिला स्त्राव आहार ( चिक दुध दिले का ?)""}"
568,"{""10"": ""पहिला स्त्राव आहार ( चिक दुध दिले का ?)""}"
568,"{""10"": ""पहिला स्त्राव आहार ( चिक दुध दिले का ?)""}"
569,"{""10"": ""नर्स / अंगणवाडी सेविका / आशा यांची दुसरी भेट ""}"
569,"{""10"": ""नर्स / अंगणवाडी सेविका / आशा यांची दुसरी भेट ""}"
569,"{""10"": ""नर्स / अंगणवाडी सेविका / आशा यांची दुसरी भेट ""}"
570,"{""10"": ""नर्स / अंगणवाडी सेविका / आशा यांची तिसरी भेट ""}"
570,"{""10"": ""नर्स / अंगणवाडी सेविका / आशा यांची तिसरी भेट ""}"
570,"{""10"": ""नर्स / अंगणवाडी सेविका / आशा यांची तिसरी भेट ""}"
571,"{""10"": ""नर्स / अंगणवाडी सेविका / आशा यांची चौथी भेट ""}"
571,"{""10"": ""नर्स / अंगणवाडी सेविका / आशा यांची चौथी भेट ""}"
571,"{""10"": ""नर्स / अंगणवाडी सेविका / आशा यांची चौथी भेट ""}"
572,"{""10"": ""प्रसूती पश्चात सर्व सेवा आणि सल्ला मिळाला ""}"
572,"{""10"": ""प्रसूती पश्चात सर्व सेवा आणि सल्ला मिळाला ""}"
573,"{""10"": ""अतिरिक्त भेट - १४ व्या दिवशी ""}"
573,"{""10"": ""अतिरिक्त भेट - १४ व्या दिवशी ""}"
573,"{""10"": ""अतिरिक्त भेट - १४ व्या दिवशी ""}"
574,"{""10"": ""अतिरिक्त भेट - २१ व्या दिवशी ""}"
574,"{""10"": ""अतिरिक्त भेट - २१ व्या दिवशी ""}"
574,"{""10"": ""अतिरिक्त भेट - २१ व्या दिवशी ""}"
575,"{""10"": ""अतिरिक्त भेट - २८ व्या दिवशी ""}"
575,"{""10"": ""अतिरिक्त भेट - २८ व्या दिवशी ""}"
575,"{""10"": ""अतिरिक्त भेट - २८ व्या दिवशी ""}"
576,"{""10"": ""पूरक पोषण आहार - प्रसूती पश्चात १-३ महिने ""}"
576,"{""10"": ""पूरक पोषण आहार - प्रसूती पश्चात १-३ महिने ""}"
576,"{""10"": ""पूरक पोषण आहार - प्रसूती पश्चात १-३ महिने ""}"
577,"{""10"": ""केवळ स्तनपान ०-३ महिने ""}"
577,"{""10"": ""केवळ स्तनपान ०-३ महिने ""}"
578,"{""10"": ""पूरक पोषण आहार - प्रसूती पश्चात ४-६ महिने ""}"
578,"{""10"": ""पूरक पोषण आहार - प्रसूती पश्चात ४-६ महिने ""}"
578,"{""10"": ""पूरक पोषण आहार - प्रसूती पश्चात ४-६ महिने ""}"
579,"{""10"": ""केवळ स्तनपान ४-६ महिने ""}"
579,"{""10"": ""केवळ स्तनपान ४-६ महिने ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
580,"{""10"": ""पूरक आहार  ""}"
581,"{""10"": ""अंगणवाडी केंद्रात नोंदणी ""}"
581,"{""10"": ""अंगणवाडी केंद्रात नोंदणी ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
456,"{""10"": ""पतीने पास केलेला सर्वात वरचा वर्ग  ""}"
457,"{""10"": ""पतीचा व्यवसाय  ""}"
457,"{""10"": ""पतीचा व्यवसाय  ""}"
457,"{""10"": ""पतीचा व्यवसाय  ""}"
457,"{""10"": ""पतीचा व्यवसाय  ""}"
457,"{""10"": ""पतीचा व्यवसाय  ""}"
457,"{""10"": ""पतीचा व्यवसाय  ""}"
457,"{""10"": ""पतीचा व्यवसाय  ""}"
457,"{""10"": ""पतीचा व्यवसाय  ""}"
457,"{""10"": ""पतीचा व्यवसाय  ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
459,"{""10"": ""आईने पास केलेला सर्वात वरचा वर्ग ""}"
460,"{""10"": ""आईचा व्यवसाय  ""}"
460,"{""10"": ""आईचा व्यवसाय  ""}"
460,"{""10"": ""आईचा व्यवसाय  ""}"
460,"{""10"": ""आईचा व्यवसाय  ""}"
460,"{""10"": ""आईचा व्यवसाय  ""}"
460,"{""10"": ""आईचा व्यवसाय  ""}"
460,"{""10"": ""आईचा व्यवसाय  ""}"
460,"{""10"": ""आईचा व्यवसाय  ""}"
460,"{""10"": ""आईचा व्यवसाय  ""}"
