125,Total adolescent girls (11-18 Years) enrolled,ದಾಖಲಾಗಿರುವ ಒಟ್ಟು ಹದಿಹರೆಯದ (ಕಿಶೋರಿ) ಬಾಲಕಿಯರು (11-18ವರ್ಷಗಳು)
126,Total number of pregnant women enrolled,ದಾಖಲಾಗಿರುವ ಒಟ್ಟು ಗರ್ಭಿಣಿಯರ ಸಂಖ್ಯೆ
127,Total number of lactating mothers enrolled,ದಾಖಲಾಗಿರುವ ಒಟ್ಟು ಬಾಣಂತಿಯರ ಸಂಖ್ಯೆ
128,Own Building available,ಸ್ವಂತ ಕಟ್ಟಡದ    ಲಭ್ಯತೆ
129,Type of building,ಕಟ್ಟಡದ ಸ್ವರೂಪ (ಮಾದರಿ)
130,Shade for cooking available,ಅಡುಗೆ ತಯಾರಿಸಲು ಕೊಠಡಿ ಲಭ್ಯತೆ
131,Whether drinking water available,ಕುಡಿಯುವ ನೀರು ಲಭ್ಯವಿದೆಯೇ
132,Functional toilet available,ಬಳಸಲು ಯೋಗ್ಯವಾಗಿರುವ ಶೌಚಾಲಯವಿದಯೇ
133,Water available in toilets,ಶೌಚಾಲಯಗಳಲ್ಲಿ ನೀರು  ಲಭ್ಯತೆ
134,Pre-school Education Kits/ material available,ಶಾಲಾ ಪೂರ್ವ ಶ್ಯೆಕ್ಷಣಿಕ ಕಿಟ್ ಗಳು/ ಸಾಮಾಗ್ರಿಗಳು  ಲಭ್ಯತೆ
135,Take Home Ration Available,ಮನೆಗೆ ಕೊಂಡೊಯ್ಯುವ ಪಡಿತರ ಲಭ್ಹ್ಯತೆ
136,Cooked Food Available,ಬೇಯಿಸಿದ ಆಹಾರ ಲಭ್ಯವಿದೆಯೇ
137,Immunization service available,ಲಸಿಕೆ ಸೇವೆ ಲಭ್ಯವಿದೆಯೇ
138,Health check up service available,ಆರೋಗ್ಯ ತಪಾಸಣೆ ಸೇವೆ ಲಭ್ಯವಿದೆಯೇ
139,Referral services available,ಉಲ್ಲೇಖಿತ ಸೇವೆ ಗಳ ಲಭ್ಯತೆ
140,Nutrition & Health education service available,ಪೌಷ್ಠಿಕತೆ & ಆರೋಗ್ಯ ಶಿಕ್ಷಣ ಸೇವೆ ಲಭ್ಯವಿದೆಯೇ
141,Counselling Services - Adolescent Girls available, ಹದಿಹರೆಯದವರಿಗೆ (ಕಿಶೋರಿಯರಿಗೆ)  ಆಪ್ತಸಮಾಲೋಚನೆ ಸೇವೆ ಗಳ ಲಭ್ಯತೆ
596,Boys referred for referral,ಉಲ್ಲೇಖಿತ ಸೇವೆಗಳಿಗೆ ಉಲ್ಲೇಖಿಸಿರುವ ಬಾಲಕರು
597,Girls referred for referral,ಉಲ್ಲೇಖಿತ ಸೇವೆಗಳಿಗೆ ಉಲ್ಲೇಖಿಸಿರುವ ಬಾಲಕಿಯರು
